noun,LL_agent,LL_patient,semantic role,predicted,LL_delta,subj_ratio,human_rating,human_rating_var
beard,-0.4209302365779876,-1.3045181035995483,patient,agent,0.8835878670215607,0.3522682168119178,0.15277777775,0.4869281046
bedding,-0.5889253616333008,-1.0723400115966797,patient,agent,0.4834146499633789,0.3901065107242925,0.15277777775,0.839869281
bike,-0.4849000573158264,-1.198164463043213,patient,agent,0.7132644057273865,0.1156069862966414,0.41666666674999997,1.411764706
blanket,-0.4712316393852234,-1.254756212234497,patient,agent,0.7835245728492737,0.154494679287436,0.18055555550000002,0.6830065359
blogger,-0.3825183808803558,-1.5637775659561155,agent,agent,1.1812591850757597,0.8292682926829268,0.861111111,0.614379085
board,-0.6016239523887634,-1.1055951118469238,patient,agent,0.5039711594581604,0.7414235775059675,0.18055555550000002,0.5653594771
book,-0.5116980075836182,-1.2444040775299072,patient,agent,0.7327060699462891,0.5020426434046468,0.29166666674999997,0.9705882353
bottle,-0.5355965495109558,-1.175652265548706,patient,agent,0.6400557160377502,0.1436385818924487,0.18055555550000002,1.035947712
bowl,-0.5686522722244263,-1.1124650239944458,patient,agent,0.5438127517700195,0.2281092633291224,0.13888888900000002,0.3790849673
bread,-0.5030109882354736,-1.1877586841583252,patient,agent,0.6847476959228516,0.2154453347938708,0.13888888900000002,0.3790849673
broadcaster,-0.586942195892334,-1.3094325065612793,agent,agent,0.7224903106689453,0.8976559616094499,0.888888889,0.3790849673
building,-0.5188704133033752,-1.2514533996582031,patient,agent,0.7325829863548279,0.5989896090029184,0.22222222225,0.9281045752
bus,-0.6221042275428772,-1.0031561851501465,patient,agent,0.3810519576072693,0.3936552556306598,0.54166666675,1.205882353
busboy,-0.4344294369220733,-1.3000643253326416,agent,agent,0.8656348884105682,0.7171145685997171,0.8194444445,0.5653594771
businessman,-0.4361562430858612,-1.418137550354004,agent,agent,0.9819813072681427,0.8271439509954058,0.9027777777499999,0.4869281046
businesswoman,-0.3853147327899933,-1.6555182933807373,agent,agent,1.270203560590744,0.7570036540803897,0.9305555555,0.3300653595
butcher,-0.398393303155899,-1.4032150506973269,agent,agent,1.0048217475414278,0.7276066412378339,0.9027777777499999,0.3692810458
cake,-0.5664326548576355,-1.0240294933319092,patient,agent,0.4575968384742737,0.230019370690888,0.16666666675000003,0.7058823529
cameraman,-0.6820803880691528,-1.0877848863601685,agent,agent,0.4057044982910156,0.705324074074074,0.875,0.6176470588
camper,-0.4598011076450348,-1.2779353857040403,agent,agent,0.8181342780590055,0.7956975142651014,0.8194444445,1.153594771
canvas,-0.4963260889053345,-1.108411431312561,patient,agent,0.6120853424072266,0.3871303934847232,0.125,0.3823529412
captain,-0.3693026304244995,-1.7031925916671753,agent,agent,1.3338899612426758,0.7774360758884372,0.9027777777499999,0.3692810458
car,-0.5693932175636292,-1.3625364303588867,patient,agent,0.7931432127952576,0.3570064841756182,0.52777777775,1.163398693
cardboard,-0.5379147529602051,-1.0391278266906738,patient,agent,0.5012130737304688,0.3166576037701649,0.13888888900000002,0.7320261438
carpet,-0.4336694478988647,-1.2446140050888062,patient,agent,0.8109445571899414,0.5206320574119812,0.13888888900000002,0.3790849673
carver,-0.3569417893886566,-1.59426748752594,agent,agent,1.2373256981372833,0.8386251851851851,0.888888889,0.3790849673
caterer,-0.4269474744796753,-1.3679722547531128,agent,agent,0.9410247802734375,0.5684324715241367,0.875,0.5
cd,-0.6658339500427246,-0.9370884895324708,patient,agent,0.2712545394897462,0.6047404328075499,0.25,0.8235294118
cellist,-0.2874450385570526,-1.7834844589233398,agent,agent,1.4960394203662872,0.6043249561659848,0.9166666667500001,0.3529411765
cello,-0.504075288772583,-1.103379487991333,patient,agent,0.59930419921875,0.2123671183964943,0.26388888899999996,1.349673203
chauffeur,-0.3339141309261322,-1.8752483129501345,agent,agent,1.5413341820240023,0.7000186396947015,0.8194444445,0.9183006536
chef,-0.3771820068359375,-1.5760955810546875,agent,agent,1.19891357421875,0.6582873608978369,0.9027777777499999,0.3692810458
choreography,-0.4216920733451843,-1.43139386177063,patient,agent,1.0097017884254458,0.661941251596424,0.3194444445,0.9183006536
clarinet,-0.4906151890754699,-1.167846918106079,patient,agent,0.6772317290306091,0.3516357728380474,0.26388888899999996,1.349673203
clarinetist,-0.4226890206336975,-1.449595928192139,agent,agent,1.0269069075584414,0.7790178571428571,0.875,0.9705882353
clay,-0.5069730281829834,-1.090818166732788,patient,agent,0.5838451385498047,0.72759543969391,0.09722222224999999,0.7222222222
cleaner,-0.3030782043933868,-2.2340712547302246,agent,agent,1.9309930503368378,0.3573058275501473,0.7916666667500001,0.6176470588
clerk,-0.3569121658802032,-1.595970630645752,agent,agent,1.2390584647655487,0.7568317979152734,0.8194444445,0.5653594771
cloth,-0.3772081732749939,-1.5160088539123535,patient,agent,1.1388006806373596,0.2985090774863912,0.15277777775,0.9575163399
coat,-0.6438941955566406,-0.9763364791870116,patient,agent,0.332442283630371,0.2074233122822833,0.18055555550000002,0.6830065359
code,-0.4628797173500061,-1.4614663124084473,patient,agent,0.9985865950584412,0.4440540805082204,0.47222222225,1.751633987
comedian,-0.4968197345733642,-1.3654873371124268,agent,agent,0.8686676025390625,0.7264500011783838,0.9166666667500001,0.2352941176
concerto,-0.4721927046775818,-1.2257442474365234,patient,agent,0.7535515427589417,0.3575925594705777,0.33333333325000003,1.294117647
confectioner,-0.5331359505653381,-1.1925311088562012,agent,agent,0.659395158290863,0.788134135855546,0.888888889,0.3790849673
container,-0.7583578824996948,-1.437084078788757,patient,agent,0.6787261962890623,0.4130819652046067,0.3055555555,0.8888888889
convertible,-0.4392584562301636,-1.2335509061813354,patient,agent,0.7942924499511719,0.333927888903045,0.40277777775,1.075163399
cook,-0.4478297829627991,-1.4604277610778809,agent,agent,1.0125979781150818,0.771662128955022,0.8472222222500001,0.9575163399
cotton,-0.5139656066894531,-1.0832242965698242,patient,agent,0.5692586898803711,0.5096950117448502,0.11111111099999998,0.7320261438
countertop,-0.4646171331405639,-1.4369300603866575,patient,agent,0.9723129272460935,0.4369747899159664,0.06944444449999998,0.3300653595
crate,-0.5361871123313904,-1.1471004486083984,patient,agent,0.6109133362770081,0.3601158910417259,0.13888888900000002,0.614379085
cushion,-0.5732740759849548,-1.0279622077941897,patient,agent,0.45468813180923484,0.2348091623636633,0.125,0.3823529412
cut,-0.4842602014541626,-1.2726322412490845,patient,agent,0.7883720397949219,0.37019957940763,0.25,0.8235294118
dancer,-0.4087685644626617,-1.501498103141785,agent,agent,1.0927295386791231,0.7019863911947872,0.875,0.2647058824
dealer,-0.4018705487251282,-1.555708646774292,agent,agent,1.1538380980491638,0.7802627606935202,0.8472222222500001,0.6045751634
dish,-0.4929101467132568,-1.255518674850464,patient,agent,0.7626085281372073,0.3054778558808377,0.16666666675000003,0.7058823529
doctor,-0.6372414827346802,-1.1890345811843872,agent,agent,0.551793098449707,0.727197186722784,0.9166666667500001,0.3529411765
dough,-0.4591114521026611,-1.1873667240142822,patient,agent,0.7282552719116211,0.2847394090753257,0.22222222225,1.045751634
dressmaker,-0.5280864238739014,-1.285835027694702,agent,agent,0.7577486038208006,0.7181686791925032,0.888888889,0.614379085
driver,-0.5076254606246948,-1.6148537397384644,agent,agent,1.1072282791137695,0.7163646518408429,0.875,0.2647058824
drug,-0.4831190109252929,-1.3392133712768557,patient,agent,0.8560943603515627,0.6016625445473285,0.41666666674999997,1.411764706
drummer,-0.6569358110427856,-0.9786025285720824,agent,agent,0.32166671752929676,0.6652377441314151,0.888888889,0.3790849673
duffle,-0.4429011642932892,-1.2373919486999512,patient,agent,0.794490784406662,0.5681492109038737,0.125,0.3823529412
essay,-0.3680191040039062,-1.645564079284668,patient,agent,1.2775449752807617,0.4579251467157587,0.29166666674999997,0.9705882353
essayist,-0.3680600225925445,-1.6568926572799685,agent,agent,1.288832634687424,0.83241330502477,0.9166666667500001,0.3529411765
fabric,-0.4685941338539123,-1.2229228019714355,patient,agent,0.7543286681175232,0.4367859577448622,0.08333333324999997,0.4705882353
fillet,-0.5447607040405273,-1.066584587097168,patient,agent,0.5218238830566406,0.4050479800016128,0.06944444449999998,0.4477124183
fish,-0.5340620279312134,-1.1593834161758425,patient,agent,0.6253213882446291,0.466691092091373,0.5694444445,0.8006535948
floor,-0.5103611350059509,-1.1843676567077637,patient,agent,0.6740065217018127,0.3981600225925663,0.09722222224999999,0.3692810458
flute,-0.4323076903820038,-1.324934482574463,patient,agent,0.8926267921924591,0.2487283060154625,0.29166666674999997,0.9705882353
flutist,-0.3291358947753906,-1.6319971084594729,agent,agent,1.3028612136840823,0.5428265524625268,0.9027777777499999,0.3692810458
food,-0.4615523219108581,-1.4383552074432373,patient,agent,0.9768028855323792,0.279496251612914,0.26388888899999996,0.8790849673
gem,-0.476444661617279,-1.1596693992614746,patient,agent,0.6832247376441956,0.5298536940509476,0.11111111099999998,0.3790849673
glass,-0.5811340808868408,-1.172093629837036,patient,agent,0.5909595489501951,0.2116331277533039,0.27777777775,0.9281045752
hairdresser,-0.4232097566127777,-1.499428391456604,agent,agent,1.0762186348438263,0.7012600969305331,0.8472222222500001,1.075163399
handle,-0.5090620517730713,-1.4391767978668213,patient,agent,0.93011474609375,0.1769893706564569,0.125,0.3823529412
hat,-0.4863252937793731,-1.190351486206055,patient,agent,0.7040261924266817,0.1611221420146439,0.13888888900000002,0.614379085
herb,-0.3184742033481598,-1.6194194555282593,patient,agent,1.3009452521800995,0.4867927073263943,0.29166666674999997,1.088235294
hiker,-0.3002936542034149,-1.634331464767456,agent,agent,1.3340378105640411,0.7838630806845965,0.9027777777499999,0.3692810458
housekeeper,-0.4044047892093658,-1.649333119392395,agent,agent,1.2449283301830292,0.650714095426448,0.8472222222500001,0.4869281046
ice,-0.441304087638855,-1.285709261894226,patient,agent,0.8444051742553711,0.6086624118660292,0.25,1.176470588
illustrator,-0.4422534704208374,-1.3553298711776731,agent,agent,0.9130764007568357,0.62625,0.9444444445,0.1830065359
ingredient,-0.5097017884254456,-1.5131750106811523,patient,agent,1.0034732222557068,0.7034270613461989,0.29166666674999997,0.9705882353
instrument,-0.7059282064437866,-1.2092536687850952,patient,agent,0.5033254623413086,0.5326638456423025,0.3055555555,0.6535947712
item,-0.5850676894187927,-1.252549171447754,patient,agent,0.6674814820289612,0.5915449746229394,0.19444444449999998,0.7712418301
jacket,-0.5078985095024109,-1.1566040515899658,patient,agent,0.6487055420875549,0.135252417636453,0.16666666675000003,0.4705882353
janitor,-0.3768292665481567,-1.6086398363113403,agent,agent,1.2318105697631836,0.7745593454851711,0.888888889,0.4967320261
jet,-0.4352244734764099,-1.3335866928100586,patient,agent,0.8983622193336487,0.5624798191798515,0.58333333325,0.8235294118
jeweler,-0.4178691506385803,-1.387239933013916,agent,agent,0.9693707823753357,0.7374281609195402,0.875,0.5
jewelry,-0.4920617938041687,-1.2243387699127195,patient,agent,0.7322769761085508,0.2255342095517772,0.09722222224999999,0.3692810458
journalist,-0.5639310479164124,-1.3497672080993652,agent,agent,0.7858361601829529,0.8138479170633187,0.9027777777499999,0.3692810458
kite,-0.4777613282203674,-1.233687400817871,patient,agent,0.7559260725975037,0.4014406144197778,0.38888888899999996,0.8496732026
knob,-0.4857615232467651,-1.1733568906784058,patient,agent,0.6875953674316406,0.2054009004520378,0.15277777775,0.7222222222
lady,-0.5133814811706543,-1.1823534965515137,agent,agent,0.6689720153808594,0.7152875856411037,0.72222222225,0.5751633987
lake,-0.6590769290924072,-1.0915319919586182,patient,agent,0.43245506286621094,0.613765862101466,0.19444444449999998,0.8888888889
landscape,-0.3460560441017151,-1.636845588684082,patient,agent,1.290789544582367,0.5124950705027649,0.125,0.9705882353
letter,-0.4992753863334656,-1.4682867527008057,patient,agent,0.9690113663673401,0.2604193705903665,0.27777777775,1.281045752
line,-0.4442650973796844,-1.298450231552124,patient,agent,0.8541851341724396,0.4926438812469622,0.20833333324999997,0.9705882353
lotion,-0.524448037147522,-1.0397173166275024,patient,agent,0.5152692794799805,0.3798640193967344,0.13888888900000002,0.8496732026
lunchbox,-0.583994448184967,-1.0868077278137207,patient,agent,0.5028132796287537,0.2488408037094281,0.13888888900000002,0.3790849673
machine,-0.4245861172676086,-1.484053373336792,agent,agent,1.0594672560691833,0.5131729950809574,0.625,0.9705882353
magazine,-0.6022485494613647,-1.104591727256775,patient,agent,0.5023431777954102,0.6617302627865612,0.20833333324999997,0.7352941176
maid,-0.3403912782669067,-1.5566779375076294,agent,agent,1.2162866592407227,0.6277443715239496,0.888888889,0.3790849673
make,-0.5399956107139587,-1.2524027824401855,patient,agent,0.7124071717262268,0.527764830397101,0.15277777775,0.839869281
man,-0.4158960878849029,-1.3363348245620728,agent,agent,0.9204387366771698,0.7554710730485904,0.736111111,0.6437908497
marble,-0.5850580930709839,-0.9420727491378784,patient,agent,0.35701465606689453,0.5925970766927886,0.11111111099999998,0.7320261438
mason,-0.3215673863887787,-1.5226868391036987,agent,agent,1.20111945271492,0.8182577761451758,0.763888889,1.820261438
material,-0.3892239928245544,-1.988286018371582,patient,agent,1.5990620255470276,0.4244436794726096,0.18055555550000002,0.6830065359
meat,-0.4586129486560821,-1.2341036796569824,patient,agent,0.7754907310009003,0.2937742399320657,0.15277777775,0.6045751634
mirror,-0.7495351433753967,-0.9281983971595764,patient,agent,0.1786632537841797,0.4172552118154743,0.22222222225,0.5751633987
model,-0.5463776588439941,-1.064429759979248,patient,agent,0.5180521011352539,0.5225791591861056,0.8055555555,0.5359477124
motorcycle,-0.4811432361602783,-1.1857826709747314,patient,agent,0.7046394348144531,0.1839998305515547,0.513888889,1.114379085
motorist,-0.556736171245575,-1.6702139377593994,agent,agent,1.1134777665138245,0.7813624299616633,0.875,0.7352941176
mountain,-0.5093070268630981,-1.202971577644348,patient,agent,0.6936645507812498,0.5334323833930582,0.16666666675000003,0.5882352941
mover,-0.2991700172424316,-2.0597033500671387,agent,agent,1.760533332824707,0.7995169979565299,0.8333333332499999,0.5882352941
mushroom,-0.4524901509284973,-1.1659166812896729,patient,agent,0.7134265303611755,0.6628412518115232,0.34722222225,0.7222222222
musician,-0.3694649338722229,-1.5524826049804688,agent,agent,1.1830176711082458,0.7683468135486773,0.8472222222500001,1.075163399
narrator,-0.5323566198348999,-1.6310409307479858,agent,agent,1.098684310913086,0.9301596095106904,0.875,0.3823529412
notetaker,-0.4161999523639679,-1.400071382522583,agent,agent,0.9838714301586151,0.6521739130434783,0.888888889,0.3790849673
novel,-0.4247824251651764,-1.2976356744766235,patient,agent,0.8728532493114471,0.5552851720679894,0.33333333325000003,1.294117647
novelist,-0.3783266544342041,-1.5188848972320557,agent,agent,1.1405582427978516,0.8581502958270066,0.9305555555,0.3300653595
orator,-0.3256106972694397,-1.7812809944152832,agent,agent,1.4556702971458435,0.7630716592682172,0.9027777777499999,0.3692810458
packaging,-0.4990417659282684,-1.2223894596099854,patient,agent,0.7233476936817169,0.7009678901262534,0.23611111099999998,1.114379085
painter,-0.5560544729232788,-1.2111209630966189,agent,agent,0.6550664901733401,0.7821009251135986,0.888888889,0.4967320261
panel,-0.5227790474891663,-1.1060948371887207,patient,agent,0.5833157896995544,0.6211102862989788,0.08333333324999997,0.3529411765
paper,-0.4529075026512146,-1.4969120025634766,patient,agent,1.044004499912262,0.4392133193897121,0.19444444449999998,0.6535947712
passage,-0.4951332211494446,-1.434778928756714,patient,agent,0.9396457076072695,0.4899807559701843,0.26388888899999996,0.8790849673
pastry,-0.5698210000991821,-1.0063024759292605,patient,agent,0.43648147583007835,0.2701681953599662,0.18055555550000002,0.8006535948
patissier,-0.647344172000885,-0.9734893441200256,agent,agent,0.3261451721191406,1.0,0.8333333332499999,1.058823529
pattern,-0.4965912401676178,-1.2497316598892212,patient,agent,0.7531404197216034,0.4493490801876835,0.11111111099999998,0.3790849673
peddler,-0.2913937270641327,-1.6746459007263184,agent,agent,1.3832521736621857,0.8159688760395474,0.7916666667500001,1.441176471
pepper,-0.4208066761493683,-1.2385108470916748,patient,agent,0.8177041709423065,0.3222268887955574,0.25,1.411764706
person,-0.4334594309329986,-1.524262547492981,agent,agent,1.0908031165599823,0.7692866697575119,0.72222222225,0.5751633987
photographer,-0.5843149423599243,-1.1837936639785769,agent,agent,0.5994787216186526,0.8198028779152744,0.9305555555,0.2124183007
pianist,-0.3344542682170868,-1.5512959957122805,agent,agent,1.2168417274951937,0.736492945359997,0.9166666667500001,0.2352941176
piano,-0.4566273689270019,-1.2280402183532717,patient,agent,0.7714128494262698,0.2521461282627244,0.27777777775,0.9281045752
pie,-0.6487425565719604,-0.8792036771774292,patient,agent,0.23046112060546875,0.2844567311909498,0.125,0.6176470588
pilot,-0.5198018550872803,-1.320397138595581,agent,agent,0.8005952835083008,0.7922529936722077,0.9166666667500001,0.2352941176
pizza,-0.5098891854286194,-1.0612235069274902,patient,agent,0.5513343214988708,0.1931616041070905,0.20833333324999997,0.7352941176
plane,-0.5291604399681091,-1.149613380432129,patient,agent,0.6204529404640198,0.5646949588633563,0.52777777775,0.9281045752
poem,-0.4170602560043335,-1.4849733114242554,patient,agent,1.0679130554199219,0.5112425583228677,0.375,0.9705882353
poet,-0.3980315625667572,-1.5729602575302124,agent,agent,1.1749286949634552,0.8393257931005206,0.9027777777499999,0.3692810458
portraitist,-0.5752903819084167,-1.1504390239715576,agent,agent,0.5751486420631409,0.5025906735751295,0.9166666667500001,0.5882352941
pot,-0.4667589664459228,-1.2134249210357666,patient,agent,0.7466659545898438,0.2465232506696751,0.20833333324999997,0.6176470588
potato,-0.5822394490242004,-1.008469820022583,patient,agent,0.42623037099838257,0.4906457200884057,0.16666666675000003,0.4705882353
potter,-0.3745932579040527,-1.4537663459777832,agent,agent,1.0791730880737305,0.8048472398269155,0.8472222222500001,1.075163399
product,-0.4249758720397949,-1.6670899391174316,patient,agent,1.2421140670776367,0.578033384553348,0.18055555550000002,0.5653594771
professor,-0.3950491547584533,-1.516657829284668,agent,agent,1.1216086745262146,0.5973223820861565,0.888888889,0.4967320261
proposal,-0.6674480438232422,-1.0912065505981443,patient,agent,0.4237585067749021,0.4644766721689757,0.40277777775,1.310457516
pumpkin,-0.609157919883728,-0.909610152244568,patient,agent,0.30045223236083995,0.3378143392188336,0.20833333324999997,0.8529411765
quilt,-0.5046215653419495,-1.113398551940918,patient,agent,0.6087769865989685,0.2468254853136111,0.15277777775,0.9575163399
racer,-0.4157541990280151,-1.3859728574752808,agent,agent,0.9702186584472656,0.5700952751312464,0.9166666667500001,0.2352941176
report,-0.5382879972457886,-1.234063982963562,patient,agent,0.6957759857177734,0.5140173619638204,0.23611111099999998,1.114379085
roadtripper,-0.4317995905876159,-1.5366990566253662,agent,agent,1.1048994660377502,,0.8194444445,0.6830065359
routine,-0.5151945352554321,-1.1786237955093384,patient,agent,0.6634292602539062,0.4310884235551161,0.26388888899999996,0.9967320261
salesman,-0.3018368482589721,-1.736164927482605,agent,agent,1.4343280792236328,0.8408144354298549,0.875,0.5
saleswoman,-0.3639956712722778,-1.6010104417800903,agent,agent,1.2370147705078125,0.6937556561085972,0.9027777777499999,0.4869281046
salmon,-0.6439698934555054,-0.8878692388534546,patient,agent,0.24389934539794922,0.5145856694781662,0.4444444445,0.4183006536
scene,-0.5724332332611084,-1.113732099533081,patient,agent,0.5412988662719727,0.5275790932701754,0.15277777775,0.4869281046
screw,-0.667954683303833,-0.9510290622711182,patient,agent,0.28307437896728516,0.3746328524819579,0.29166666674999997,1.323529412
scribe,-0.3856903612613678,-1.516596436500549,agent,agent,1.1309060752391813,0.8289168243991286,0.66666666675,2.588235294
script,-0.4940502047538757,-1.169058084487915,patient,agent,0.6750078797340393,0.359241840356911,0.3055555555,1.477124183
sculptor,-0.5605404376983643,-1.1996958255767822,agent,agent,0.639155387878418,0.8222244742353612,0.9027777777499999,0.4869281046
seamster,-0.4773448705673218,-1.25344979763031,agent,agent,0.7761049270629883,0.4697508896797153,0.875,0.9705882353
seamstress,-0.497570276260376,-1.2682087421417236,agent,agent,0.7706384658813477,0.705175983436853,0.9166666667500001,0.3529411765
section,-0.693684458732605,-0.9253681898117064,patient,agent,0.23168373107910145,0.6163031763845379,0.18055555550000002,0.8006535948
shirt,-0.5501960515975952,-1.099204421043396,patient,agent,0.5490083694458008,0.1470402120074231,0.16666666675000003,0.3529411765
shopkeeper,-0.4843792915344238,-1.5952954292297363,agent,agent,1.1109161376953125,0.8345768794862108,0.875,0.3823529412
sideburn,-0.5235595107078552,-1.140915870666504,patient,agent,0.6173563599586487,0.0,0.11111111099999998,0.4967320261
silk,-0.397284984588623,-1.2899155616760254,patient,agent,0.8926305770874023,0.4336928958218347,0.125,0.6176470588
silverware,-0.4146259725093841,-1.3960121870040894,patient,agent,0.9813862144947052,0.3993605580584217,0.16666666675000003,0.5882352941
singer,-0.3671153485774994,-1.5999540090560913,agent,agent,1.232838660478592,0.7193847248894775,0.861111111,0.4967320261
snack,-0.4439373016357422,-1.3126153945922852,patient,agent,0.868678092956543,0.1100928575284781,0.09722222224999999,0.3692810458
soloist,-0.3102573752403259,-1.7358107566833496,agent,agent,1.4255533814430237,0.8883019840247359,0.888888889,1.08496732
sonata,-0.6376649737358093,-1.0002005100250244,patient,agent,0.3625355362892151,0.4617311122073388,0.3055555555,0.8888888889
song,-0.5427185893058777,-1.2196033000946045,patient,agent,0.6768847107887268,0.3290354885986993,0.40277777775,1.89869281
steak,-0.4642494916915893,-1.2128666639328003,patient,agent,0.7486171722412109,0.2259352888286574,0.15277777775,0.4869281046
stone,-0.406337171792984,-1.3992007970809937,patient,agent,0.9928636252880096,0.4616362957782713,0.20833333324999997,0.7352941176
stubble,-0.3703342378139496,-1.4096943140029907,patient,agent,1.0393600761890411,0.3544248512310968,0.11111111099999998,0.614379085
student,-0.3917251825332641,-1.4865328073501587,agent,agent,1.0948076248168945,0.8308998593674339,0.8055555555,0.6535947712
suitcase,-0.5000916719436646,-1.130656361579895,patient,agent,0.6305646896362305,0.0965088688139091,0.15277777775,0.839869281
surface,-0.4463609457015991,-1.5107167959213257,patient,agent,1.0643558502197266,0.4936497931515636,0.11111111099999998,0.4967320261
surgeon,-0.5539276599884033,-1.1788132190704346,agent,agent,0.6248855590820312,0.7767204590230489,0.9444444445,0.1830065359
suv,-0.6187266111373901,-0.9485939741134644,patient,agent,0.3298673629760742,0.4802790448081567,0.5,1.058823529
tailor,-0.4241031408309936,-1.3322242498397827,agent,agent,0.9081211090087891,0.7073704655567419,0.9166666667500001,0.3529411765
tank,-0.7079850435256958,-1.0558253526687622,patient,agent,0.3478403091430664,0.5643555656845368,0.54166666675,1.558823529
teacher,-0.3686139583587646,-1.648369550704956,agent,agent,1.2797555923461914,0.852903806887263,0.9027777777499999,0.4869281046
telemarketer,-0.3565525412559509,-1.5795235633850098,agent,agent,1.2229710221290588,0.9025641025641026,0.8472222222500001,0.6045751634
tent,-0.5717465877532959,-0.9799191951751708,patient,agent,0.4081726074218749,0.2612349060126976,0.15277777775,0.4869281046
thread,-0.5047841668128967,-1.172494411468506,patient,agent,0.6677102446556094,0.4168559425526782,0.19444444449999998,1.124183007
toy,-0.4609104990959167,-1.2401788234710691,patient,agent,0.7792683243751524,0.2655919465578029,0.34722222225,1.428104575
tractor,-0.4032915532588959,-1.462616801261902,patient,agent,1.0593252480030062,0.4009795115274391,0.5,1.058823529
trader,-0.2545991241931915,-2.0158286094665527,agent,agent,1.7612294852733612,0.8477268334299788,0.9027777777499999,0.3692810458
traveller,-0.3458254337310791,-1.6532776355743408,agent,agent,1.3074522018432617,0.7971025219023151,0.875,0.5
truck,-0.5444809198379517,-1.195691704750061,patient,agent,0.6512107849121094,0.4367212217297181,0.513888889,1.349673203
tub,-0.6256664395332336,-0.9853704571723938,patient,agent,0.35970401763916016,0.362541215707719,0.15277777775,0.6045751634
tuna,-0.7152686715126038,-0.8445296883583069,patient,agent,0.12926101684570312,0.4628746594005449,0.3055555555,1.124183007
turkey,-0.5008662343025208,-1.0792686939239502,patient,agent,0.5784024596214294,0.6600621741141711,0.11111111099999998,0.4967320261
upholsterer,-0.3231793642044067,-1.730643391609192,agent,agent,1.4074640274047852,0.7521718527878692,0.8194444445,1.506535948
valve,-0.6878066658973694,-0.9775977730751038,patient,agent,0.2897911071777344,0.5873641882485485,0.25,1.529411765
van,-0.4470983743667602,-1.3379188776016235,patient,agent,0.8908205032348633,0.6877960570037831,0.4444444445,0.7712418301
vegetable,-0.4198718667030334,-1.316328525543213,patient,agent,0.8964566588401794,0.4792890278649235,0.23611111099999998,1.232026144
vehicle,-0.6435678005218506,-1.315090894699097,patient,agent,0.6715230941772463,0.4678651645210992,0.54166666675,1.088235294
verse,-0.4185566008090973,-1.2981857061386108,patient,agent,0.8796291053295135,0.5719814416545956,0.25,0.7058823529
view,-0.6206502914428711,-1.239728927612305,patient,agent,0.6190786361694338,0.3399770293139666,0.15277777775,0.4869281046
violin,-0.5126322507858276,-1.1145752668380735,patient,agent,0.6019430160522459,0.1815926865430424,0.3055555555,1.124183007
violinist,-0.4644732475280761,-1.3079838752746582,agent,agent,0.843510627746582,0.700546407738315,0.9166666667500001,0.2352941176
waiter,-0.4380145967006683,-1.4949356317520142,agent,agent,1.0569210350513458,0.7824631207164503,0.8472222222500001,0.4869281046
waitress,-0.4812871813774109,-1.2885496616363523,agent,agent,0.8072624802589414,0.8388309993141745,0.875,0.5
wall,-0.5464490056037903,-1.176088571548462,patient,agent,0.6296395659446716,0.4903841994584626,0.16666666675000003,0.5882352941
window,-0.5110475420951843,-1.21791672706604,patient,agent,0.7068691849708557,0.3977828955222731,0.15277777775,0.6045751634
windshield,-0.6548152565956116,-1.213120937347412,patient,agent,0.5583056807518005,0.1865197807564986,0.20833333324999997,1.323529412
