noun,num_counts,accuracy,overlap,avg_LL_delta
turkey,4,1.0,1.0,-0.8967233425
upholsterer,4,0.0,1.0,-1.1442961175000002
valve,4,1.0,1.0,-0.7323126950000001
van,3,1.0,1.0,-0.8818480666666667
vegetable,3,1.0,1.0,-1.27681729
vehicle,3,1.0,1.0,-1.1504194833333334
verse,2,1.0,1.0,-1.036330245
view,2,1.0,1.0,-1.02795313
violin,2,1.0,1.0,-0.50715825
violinist,2,0.0,1.0,-0.4307146049999999
waiter,3,0.0,1.0,-1.0394050733333333
waitress,3,0.0,1.0,-0.9624475066666668
wall,4,1.0,1.0,-0.8769445524999999
window,3,1.0,1.0,-0.89584476
windshield,5,1.0,1.0,-1.10543478
woman,5,0.0,1.0,-1.0807616860000002
wood,11,1.0,1.0,-0.9970793390909091
wool,5,1.0,1.0,-0.8500251760000002
worker,4,0.0,1.0,-1.06231734
wound,4,1.0,1.0,-1.50354054
yarn,5,1.0,1.0,-0.938702382
