id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta
34,sells,make,well,Something sells this make well.,-1.3194566,-0.33712995,patient,patient,-0.9823266500000001
35,sells,item,well,Something sells this item well.,-0.5046251,-0.97942233,patient,agent,0.47479722999999996
36,sells,cd,well,Something sells this CD well.,-1.399625,-0.3150732,patient,patient,-1.0845517999999998
37,sells,drug,well,Something sells this drug well.,-1.1430756,-0.40651202,patient,patient,-0.73656358
38,sells,snack,well,Something sells this snack well.,-2.4533672,-0.10887552,patient,patient,-2.34449168
39,sells,salesman,well,Something sells this salesman well.,-2.4383802,-0.10496714,patient,patient,-2.3334130600000003
40,sells,saleswoman,well,Something sells this saleswoman well.,-2.7593415,-0.086919256,patient,patient,-2.6724222440000003
41,sells,businessman,well,Something sells this businessman well.,-2.3208094,-0.1367512,patient,patient,-2.1840582
42,sells,businesswoman,well,Something sells this businesswoman well.,-2.860945,-0.077350914,patient,patient,-2.783594086
43,sells,trader,well,Something sells this trader well.,-2.207126,-0.13869599,patient,patient,-2.06843001
44,sells,peddler,well,Something sells this peddler well.,-2.9319875,-0.066666305,patient,patient,-2.865321195
45,sells,telemarketer,well,Something sells this telemarketer well.,-2.399941,-0.11098158,patient,patient,-2.2889594200000003
46,sells,dealer,well,Something sells this dealer well.,-2.0819945,-0.1652591,patient,patient,-1.9167353999999999
47,sells,shopkeeper,well,Something sells this shopkeeper well.,-3.512596,-0.04301542,patient,patient,-3.4695805799999997
48,sells,toy,quickly,Something sells this toy quickly.,-2.9771082,-0.060053233,patient,patient,-2.917054967
49,sells,book,quickly,Something sells this book quickly.,-1.9297595,-0.17438835,patient,patient,-1.75537115
50,sells,novel,quickly,Something sells this novel quickly.,-1.2721341,-0.35387924,patient,patient,-0.91825486
51,sells,magazine,quickly,Something sells this magazine quickly.,-2.726953,-0.07834958,patient,patient,-2.64860342
52,sells,hat,quickly,Something sells this hat quickly.,-2.8839142,-0.066996776,patient,patient,-2.816917424
53,sells,lotion,quickly,Something sells this lotion quickly.,-3.3238657,-0.043934714,patient,patient,-3.2799309859999997
54,sells,album,quickly,Something sells this album quickly.,-1.7260771,-0.21604648,patient,patient,-1.51003062
55,sells,car,quickly,Something sells this car quickly.,-2.0012705,-0.15929332,patient,patient,-1.84197718
56,sells,suv,quickly,Something sells this SUV quickly.,-2.2799592,-0.1232934,patient,patient,-2.1566658
57,sells,product,quickly,Something sells this product quickly.,-1.2773973,-0.3740264,patient,patient,-0.9033709000000001
58,sells,make,quickly,Something sells this make quickly.,-1.6878157,-0.22348405,patient,patient,-1.46433165
59,sells,item,quickly,Something sells this item quickly.,-1.1502346,-0.40545127,patient,patient,-0.7447833300000002
60,sells,cd,quickly,Something sells this CD quickly.,-1.9547685,-0.17325163,patient,patient,-1.78151687
61,sells,drug,quickly,Something sells this drug quickly.,-1.861203,-0.18252644,patient,patient,-1.67867656
62,sells,snack,quickly,Something sells this snack quickly.,-3.1707463,-0.055476118,patient,patient,-3.1152701819999997
63,sells,salesman,quickly,Something sells this salesman quickly.,-3.1953273,-0.049894217,patient,patient,-3.1454330830000004
64,sells,saleswoman,quickly,Something sells this saleswoman quickly.,-3.0135217,-0.06500226,patient,patient,-2.94851944
65,sells,businessman,quickly,Something sells this businessman quickly.,-2.9405324,-0.072587684,patient,patient,-2.867944716
66,sells,businesswoman,quickly,Something sells this businesswoman quickly.,-3.2045143,-0.053460054,patient,patient,-3.151054246
67,sells,trader,quickly,Something sells this trader quickly.,-2.6599967,-0.08581146,patient,patient,-2.5741852400000003
68,sells,peddler,quickly,Something sells this peddler quickly.,-3.5215945,-0.03781857,patient,patient,-3.4837759299999997
69,sells,telemarketer,quickly,Something sells this telemarketer quickly.,-2.751793,-0.07700915,patient,patient,-2.6747838500000003
70,sells,dealer,quickly,Something sells this dealer quickly.,-2.4948392,-0.10472262,patient,patient,-2.39011658
71,sells,shopkeeper,quickly,Something sells this shopkeeper quickly.,-3.6976728,-0.034343727,patient,patient,-3.663329073
72,drives,car,nicely,Something drives this car nicely.,-1.0546081,-0.4554183,patient,patient,-0.5991898
73,drives,suv,nicely,Something drives this SUV nicely.,-1.4477929,-0.2958298,patient,patient,-1.1519631000000001
74,drives,truck,nicely,Something drives this truck nicely.,-1.4236984,-0.30543622,patient,patient,-1.1182621799999999
75,drives,convertible,nicely,Something drives this convertible nicely.,-1.6601897,-0.223795,patient,patient,-1.4363947000000001
76,drives,vehicle,nicely,Something drives this vehicle nicely.,-0.8603048,-0.60174453,patient,patient,-0.2585602699999999
77,drives,tank,nicely,Something drives this tank nicely.,-1.5012056,-0.28764737,patient,patient,-1.21355823
78,drives,bus,nicely,Something drives this bus nicely.,-1.9758015,-0.16141312,patient,patient,-1.81438838
79,drives,tractor,nicely,Something drives this tractor nicely.,-1.6915265,-0.22413643,patient,patient,-1.46739007
80,drives,van,nicely,Something drives this van nicely.,-1.9648756,-0.16584937,patient,patient,-1.79902623
81,drives,driver,nicely,Something drives this driver nicely.,-1.0757704,-0.45337296,patient,patient,-0.6223974399999999
82,drives,person,nicely,Something drives this person nicely.,-2.0123432,-0.1600131,patient,patient,-1.8523301
83,drives,chauffeur,nicely,Something drives this chauffeur nicely.,-1.5370139,-0.26028052,patient,patient,-1.27673338
84,drives,car,smoothly,Something drives this car smoothly.,-1.0066217,-0.4795365,patient,patient,-0.5270851999999999
85,drives,suv,smoothly,Something drives this SUV smoothly.,-1.3905884,-0.30967396,patient,patient,-1.08091444
86,drives,truck,smoothly,Something drives this truck smoothly.,-1.4105861,-0.30699137,patient,patient,-1.10359473
87,drives,convertible,smoothly,Something drives this convertible smoothly.,-1.4597273,-0.27951717,patient,patient,-1.1802101299999999
88,drives,vehicle,smoothly,Something drives this vehicle smoothly.,-0.7972372,-0.6487797,patient,patient,-0.14845750000000002
89,drives,tank,smoothly,Something drives this tank smoothly.,-1.5251777,-0.27616292,patient,patient,-1.24901478
90,drives,bus,smoothly,Something drives this bus smoothly.,-1.915152,-0.16976875,patient,patient,-1.74538325
91,drives,tractor,smoothly,Something drives this tractor smoothly.,-1.7273333,-0.21294625,patient,patient,-1.5143870499999998
92,drives,van,smoothly,Something drives this van smoothly.,-2.001465,-0.15736121,patient,patient,-1.8441037900000001
93,drives,driver,smoothly,Something drives this driver smoothly.,-1.1111356,-0.4276306,patient,patient,-0.6835049999999998
94,drives,person,smoothly,Something drives this person smoothly.,-1.9625931,-0.16573806,patient,patient,-1.79685504
95,drives,chauffeur,smoothly,Something drives this chauffeur smoothly.,-1.5531312,-0.25297362,patient,patient,-1.30015758
96,drives,car,well,Something drives this car well.,-0.8159214,-0.62022275,patient,patient,-0.19569864999999997
97,drives,suv,well,Something drives this SUV well.,-1.156601,-0.4179791,patient,patient,-0.7386219
98,drives,truck,well,Something drives this truck well.,-1.0362837,-0.4901946,patient,patient,-0.5460891000000001
99,drives,convertible,well,Something drives this convertible well.,-1.225231,-0.36972895,patient,patient,-0.8555020499999999
100,drives,vehicle,well,Something drives this vehicle well.,-0.6558022,-0.8010172,patient,agent,0.14521499999999998
101,drives,tank,well,Something drives this tank well.,-1.0823684,-0.4798904,patient,patient,-0.6024780000000001
102,drives,bus,well,Something drives this bus well.,-1.7680978,-0.20257555,patient,patient,-1.5655222500000001
103,drives,tractor,well,Something drives this tractor well.,-1.3166423,-0.34501037,patient,patient,-0.97163193
104,drives,van,well,Something drives this van well.,-1.3274791,-0.3373601,patient,patient,-0.990119
105,drives,driver,well,Something drives this driver well.,-1.0752412,-0.45382422,patient,patient,-0.62141698
106,drives,person,well,Something drives this person well.,-1.8882614,-0.18167481,patient,patient,-1.70658659
107,drives,chauffeur,well,Something drives this chauffeur well.,-1.4009497,-0.30252582,patient,patient,-1.09842388
108,flies,plane,nicely,Something flies this plane nicely.,-1.5786304,-0.25100997,patient,patient,-1.32762043
109,flies,kite,nicely,Something flies this kite nicely.,-3.8273785,-0.028026126,patient,patient,-3.799352374
110,flies,jet,nicely,Something flies this jet nicely.,-1.3264531,-0.3386878,patient,patient,-0.9877653
111,flies,aircraft,nicely,Something flies this aircraft nicely.,-1.2370931,-0.3792086,patient,patient,-0.8578845
112,flies,pilot,nicely,Something flies this pilot nicely.,-2.1284008,-0.13943301,patient,patient,-1.98896779
113,flies,person,nicely,Something flies this person nicely.,-2.506469,-0.100497335,patient,patient,-2.405971665
114,flies,aviator,nicely,Something flies this aviator nicely.,-2.0104136,-0.15815032,patient,patient,-1.85226328
115,flies,captain,nicely,Something flies this captain nicely.,-2.900158,-0.07280549,patient,patient,-2.82735251
116,flies,plane,smoothly,Something flies this plane smoothly.,-1.4480405,-0.28576323,patient,patient,-1.1622772700000001
117,flies,kite,smoothly,Something flies this kite smoothly.,-3.8050134,-0.028507989,patient,patient,-3.776505411
118,flies,jet,smoothly,Something flies this jet smoothly.,-1.1180606,-0.4280629,patient,patient,-0.6899976999999999
119,flies,aircraft,smoothly,Something flies this aircraft smoothly.,-0.9283066,-0.561234,patient,patient,-0.36707259999999997
120,flies,pilot,smoothly,Something flies this pilot smoothly.,-2.2888153,-0.11684297,patient,patient,-2.17197233
121,flies,person,smoothly,Something flies this person smoothly.,-2.4522154,-0.10337373,patient,patient,-2.34884167
122,flies,aviator,smoothly,Something flies this aviator smoothly.,-2.0325103,-0.1546341,patient,patient,-1.8778762000000002
123,flies,captain,smoothly,Something flies this captain smoothly.,-2.8125672,-0.07572034,patient,patient,-2.73684686
124,flies,plane,well,Something flies this plane well.,-1.203815,-0.38500172,patient,patient,-0.8188132800000001
125,flies,kite,well,Something flies this kite well.,-3.409991,-0.041496977,patient,patient,-3.3684940230000002
126,flies,jet,well,Something flies this jet well.,-1.0489738,-0.47540745,patient,patient,-0.5735663499999999
127,flies,aircraft,well,Something flies this aircraft well.,-1.1411262,-0.4279323,patient,patient,-0.7131939
128,flies,pilot,well,Something flies this pilot well.,-1.8253562,-0.1928233,patient,patient,-1.6325329000000002
129,flies,person,well,Something flies this person well.,-2.495993,-0.10404431,patient,patient,-2.39194869
130,flies,aviator,well,Something flies this aviator well.,-1.6329118,-0.23828629,patient,patient,-1.39462551
131,flies,captain,well,Something flies this captain well.,-2.21048,-0.14602691,patient,patient,-2.0644530899999998
132,cooks,mushroom,nicely,Something cooks this mushroom nicely.,-2.810281,-0.070680104,patient,patient,-2.739600896
133,cooks,pepper,nicely,Something cooks this pepper nicely.,-2.811045,-0.07143324,patient,patient,-2.73961176
134,cooks,fish,nicely,Something cooks this fish nicely.,-2.690591,-0.084681846,patient,patient,-2.605909154
135,cooks,salmon,nicely,Something cooks this salmon nicely.,-2.7609608,-0.07560398,patient,patient,-2.68535682
136,cooks,tuna,nicely,Something cooks this tuna nicely.,-2.8386924,-0.07626704,patient,patient,-2.76242536
137,cooks,fillet,nicely,Something cooks this fillet nicely.,-2.3576133,-0.11778519,patient,patient,-2.23982811
138,cooks,vegetable,nicely,Something cooks this vegetable nicely.,-2.075239,-0.14951305,patient,patient,-1.92572595
139,cooks,herb,nicely,Something cooks this herb nicely.,-2.2030785,-0.1274227,patient,patient,-2.0756558000000003
140,cooks,meat,nicely,Something cooks this meat nicely.,-1.9544116,-0.16913149,patient,patient,-1.78528011
141,cooks,ingredient,nicely,Something cooks this ingredient nicely.,-1.7438972,-0.21094866,patient,patient,-1.53294854
142,cooks,steak,nicely,Something cooks this steak nicely.,-2.111937,-0.14315948,patient,patient,-1.9687775200000002
143,cooks,chef,nicely,Something cooks this chef nicely.,-3.0104895,-0.060991634,patient,patient,-2.9494978659999997
144,cooks,cook,nicely,Something cooks this cook nicely.,-2.217189,-0.13596752,patient,patient,-2.08122148
145,cooks,baker,nicely,Something cooks this baker nicely.,-3.4161625,-0.04066111,patient,patient,-3.37550139
146,cooks,caterer,nicely,Something cooks this caterer nicely.,-3.830526,-0.034569714,patient,patient,-3.795956286
147,cooks,mushroom,well,Something cooks this mushroom well.,-2.9554176,-0.062325615,patient,patient,-2.893091985
148,cooks,pepper,well,Something cooks this pepper well.,-3.230541,-0.04824705,patient,patient,-3.18229395
149,cooks,fish,well,Something cooks this fish well.,-2.512117,-0.10238806,patient,patient,-2.40972894
150,cooks,salmon,well,Something cooks this salmon well.,-2.4111798,-0.108467475,patient,patient,-2.3027123250000003
151,cooks,tuna,well,Something cooks this tuna well.,-2.7916431,-0.081872106,patient,patient,-2.709770994
152,cooks,fillet,well,Something cooks this fillet well.,-2.2676187,-0.1303545,patient,patient,-2.1372641999999997
153,cooks,vegetable,well,Something cooks this vegetable well.,-2.08779,-0.14953193,patient,patient,-1.93825807
154,cooks,herb,well,Something cooks this herb well.,-2.674497,-0.08024251,patient,patient,-2.59425449
155,cooks,meat,well,Something cooks this meat well.,-1.6080303,-0.24651156,patient,patient,-1.36151874
156,cooks,ingredient,well,Something cooks this ingredient well.,-1.643741,-0.23416193,patient,patient,-1.40957907
157,cooks,steak,well,Something cooks this steak well.,-1.6701131,-0.2311312,patient,patient,-1.4389819
158,cooks,chef,well,Something cooks this chef well.,-2.890222,-0.06923467,patient,patient,-2.82098733
159,cooks,cook,well,Something cooks this cook well.,-2.0254776,-0.16381213,patient,patient,-1.86166547
160,cooks,baker,well,Something cooks this baker well.,-3.2557585,-0.04780976,patient,patient,-3.2079487400000004
161,cooks,caterer,well,Something cooks this caterer well.,-3.9468734,-0.030743483,patient,patient,-3.9161299169999997
162,cooks,mushroom,terribly,Something cooks this mushroom terribly.,-3.442045,-0.040268853,patient,patient,-3.4017761469999996
163,cooks,pepper,terribly,Something cooks this pepper terribly.,-3.203191,-0.050356157,patient,patient,-3.152834843
164,cooks,fish,terribly,Something cooks this fish terribly.,-3.2592819,-0.04952036,patient,patient,-3.20976154
165,cooks,salmon,terribly,Something cooks this salmon terribly.,-3.227003,-0.048608046,patient,patient,-3.178394954
166,cooks,tuna,terribly,Something cooks this tuna terribly.,-3.6421027,-0.035974283,patient,patient,-3.6061284170000003
167,cooks,fillet,terribly,Something cooks this fillet terribly.,-3.0102403,-0.06293665,patient,patient,-2.94730365
168,cooks,vegetable,terribly,Something cooks this vegetable terribly.,-2.7972665,-0.075157814,patient,patient,-2.722108686
169,cooks,herb,terribly,Something cooks this herb terribly.,-2.8914282,-0.06610037,patient,patient,-2.82532783
170,cooks,meat,terribly,Something cooks this meat terribly.,-2.4437993,-0.103804715,patient,patient,-2.339994585
171,cooks,ingredient,terribly,Something cooks this ingredient terribly.,-2.7918506,-0.07414218,patient,patient,-2.71770842
172,cooks,steak,terribly,Something cooks this steak terribly.,-3.0827944,-0.054688063,patient,patient,-3.028106337
173,cooks,chef,terribly,Something cooks this chef terribly.,-3.7451408,-0.032136917,patient,patient,-3.7130038830000003
174,cooks,cook,terribly,Something cooks this cook terribly.,-3.126887,-0.056970716,patient,patient,-3.069916284
175,cooks,baker,terribly,Something cooks this baker terribly.,-4.163513,-0.021595756,patient,patient,-4.141917244
176,cooks,caterer,terribly,Something cooks this caterer terribly.,-4.2827916,-0.023078501,patient,patient,-4.259713099000001
177,bakes,pizza,nicely,Something bakes this pizza nicely.,-2.7419047,-0.08075679,patient,patient,-2.66114791
178,bakes,potato,nicely,Something bakes this potato nicely.,-2.7900074,-0.072799526,patient,patient,-2.717207874
179,bakes,bread,nicely,Something bakes this bread nicely.,-2.8689673,-0.07207893,patient,patient,-2.79688837
180,bakes,cake,nicely,Something bakes this cake nicely.,-3.1448116,-0.056783903,patient,patient,-3.0880276970000002
181,bakes,pastry,nicely,Something bakes this pastry nicely.,-3.090158,-0.056752674,patient,patient,-3.033405326
182,bakes,dough,nicely,Something bakes this dough nicely.,-2.5094094,-0.09776834,patient,patient,-2.41164106
183,bakes,pie,nicely,Something bakes this pie nicely.,-2.3817303,-0.1103136,patient,patient,-2.2714167
184,bakes,clay,nicely,Something bakes this clay nicely.,-2.920491,-0.06387998,patient,patient,-2.8566110200000003
185,bakes,patissier,nicely,Something bakes this patissier nicely.,-3.9962792,-0.026365824,patient,patient,-3.969913376
186,bakes,chef,nicely,Something bakes this chef nicely.,-3.124502,-0.056862634,patient,patient,-3.0676393660000003
187,bakes,cook,nicely,Something bakes this cook nicely.,-2.9719224,-0.06494502,patient,patient,-2.90697738
188,bakes,baker,nicely,Something bakes this baker nicely.,-3.2948878,-0.04855967,patient,patient,-3.24632813
189,bakes,person,nicely,Something bakes this person nicely.,-3.9749768,-0.028074617,patient,patient,-3.9469021829999997
190,bakes,confectioner,nicely,Something bakes this confectioner nicely.,-3.5945923,-0.03535986,patient,patient,-3.55923244
191,bakes,pizza,terribly,Something bakes this pizza terribly.,-3.7222188,-0.033242546,patient,patient,-3.688976254
192,bakes,potato,terribly,Something bakes this potato terribly.,-3.6005645,-0.0359799,patient,patient,-3.5645846
193,bakes,bread,terribly,Something bakes this bread terribly.,-3.6777625,-0.03494875,patient,patient,-3.64281375
194,bakes,cake,terribly,Something bakes this cake terribly.,-3.9899023,-0.025946533,patient,patient,-3.963955767
195,bakes,pastry,terribly,Something bakes this pastry terribly.,-3.871293,-0.027640698,patient,patient,-3.843652302
196,bakes,dough,terribly,Something bakes this dough terribly.,-3.1962388,-0.051047735,patient,patient,-3.145191065
197,bakes,pie,terribly,Something bakes this pie terribly.,-3.431442,-0.040014774,patient,patient,-3.3914272260000002
198,bakes,clay,terribly,Something bakes this clay terribly.,-3.4441504,-0.04080676,patient,patient,-3.4033436399999997
199,bakes,patissier,terribly,Something bakes this patissier terribly.,-4.791294,-0.014831643,patient,patient,-4.776462357
200,bakes,chef,terribly,Something bakes this chef terribly.,-3.9124348,-0.028802158,patient,patient,-3.8836326420000002
201,bakes,cook,terribly,Something bakes this cook terribly.,-3.8366387,-0.030090638,patient,patient,-3.806548062
202,bakes,baker,terribly,Something bakes this baker terribly.,-4.3483033,-0.02026877,patient,patient,-4.32803453
203,bakes,person,terribly,Something bakes this person terribly.,-4.775292,-0.016618334,patient,patient,-4.758673666
204,bakes,confectioner,terribly,Something bakes this confectioner terribly.,-4.1543975,-0.02146756,patient,patient,-4.13292994
205,bakes,pizza,well,Something bakes this pizza well.,-2.269889,-0.12936325,patient,patient,-2.14052575
206,bakes,potato,well,Something bakes this potato well.,-2.8863392,-0.06721051,patient,patient,-2.8191286900000003
207,bakes,bread,well,Something bakes this bread well.,-2.6121864,-0.09320747,patient,patient,-2.5189789300000003
208,bakes,cake,well,Something bakes this cake well.,-2.6660562,-0.088932455,patient,patient,-2.5771237449999997
209,bakes,pastry,well,Something bakes this pastry well.,-2.9502609,-0.06482749,patient,patient,-2.88543341
210,bakes,dough,well,Something bakes this dough well.,-2.2130077,-0.13094604,patient,patient,-2.08206166
211,bakes,pie,well,Something bakes this pie well.,-2.1804183,-0.13561675,patient,patient,-2.04480155
212,bakes,clay,well,Something bakes this clay well.,-3.256666,-0.047130313,patient,patient,-3.2095356870000002
213,bakes,patissier,well,Something bakes this patissier well.,-4.339684,-0.020018203,patient,patient,-4.319665797
214,bakes,chef,well,Something bakes this chef well.,-2.9523387,-0.06877204,patient,patient,-2.88356666
215,bakes,cook,well,Something bakes this cook well.,-2.8217537,-0.07509176,patient,patient,-2.74666194
216,bakes,baker,well,Something bakes this baker well.,-3.1212003,-0.057058997,patient,patient,-3.064141303
217,bakes,person,well,Something bakes this person well.,-3.8957987,-0.030647421,patient,patient,-3.865151279
218,bakes,confectioner,well,Something bakes this confectioner well.,-3.6682944,-0.032825287,patient,patient,-3.635469113
219,reads,passage,nicely,Something reads this passage nicely.,-1.6848489,-0.28151813,patient,patient,-1.40333077
220,reads,poem,nicely,Something reads this poem nicely.,-2.2264152,-0.13325074,patient,patient,-2.09316446
221,reads,verse,nicely,Something reads this verse nicely.,-1.5947251,-0.2578931,patient,patient,-1.336832
222,reads,line,nicely,Something reads this line nicely.,-2.0097268,-0.18297902,patient,patient,-1.8267477800000003
223,reads,passage,nicely,Something reads this passage nicely.,-1.6848489,-0.28151813,patient,patient,-1.40333077
224,reads,script,nicely,Something reads this script nicely.,-1.9246312,-0.17691833,patient,patient,-1.74771287
225,reads,abstract,nicely,Something reads this abstract nicely.,-1.2355312,-0.41412866,patient,patient,-0.82140254
226,reads,essay,nicely,Something reads this essay nicely.,-1.7937161,-0.20044485,patient,patient,-1.59327125
227,reads,letter,nicely,Something reads this letter nicely.,-1.7522081,-0.21818967,patient,patient,-1.5340184300000002
228,reads,report,nicely,Something reads this report nicely.,-2.0980453,-0.15510549,patient,patient,-1.94293981
229,reads,student,nicely,Something reads this student nicely.,-2.8431726,-0.07192962,patient,patient,-2.77124298
230,reads,orator,nicely,Something reads this orator nicely.,-4.222959,-0.020972822,patient,patient,-4.201986178
231,reads,person,nicely,Something reads this person nicely.,-2.8862035,-0.073837966,patient,patient,-2.812365534
232,reads,narrator,nicely,Something reads this narrator nicely.,-3.3501775,-0.052282285,patient,patient,-3.297895215
233,reads,announcer,nicely,Something reads this announcer nicely.,-3.2716875,-0.051697116,patient,patient,-3.219990384
234,reads,broadcaster,nicely,Something reads this broadcaster nicely.,-3.8205729,-0.030902937,patient,patient,-3.789669963
235,reads,teacher,nicely,Something reads this teacher nicely.,-3.2667565,-0.047595896,patient,patient,-3.2191606040000003
236,reads,passage,well,Something reads this passage well.,-1.5281268,-0.30593717,patient,patient,-1.22218963
237,reads,poem,well,Something reads this poem well.,-2.5267026,-0.097948976,patient,patient,-2.428753624
238,reads,verse,well,Something reads this verse well.,-1.9716169,-0.17127992,patient,patient,-1.80033698
239,reads,line,well,Something reads this line well.,-2.6144273,-0.09561162,patient,patient,-2.51881568
240,reads,passage,well,Something reads this passage well.,-1.5281268,-0.30593717,patient,patient,-1.22218963
241,reads,script,well,Something reads this script well.,-2.2349129,-0.12887977,patient,patient,-2.1060331299999997
242,reads,abstract,well,Something reads this abstract well.,-1.6627783,-0.2630171,patient,patient,-1.3997612
243,reads,essay,well,Something reads this essay well.,-2.2590091,-0.12330391,patient,patient,-2.13570519
244,reads,letter,well,Something reads this letter well.,-1.9852661,-0.16594934,patient,patient,-1.81931676
245,reads,report,well,Something reads this report well.,-2.3485537,-0.11812597,patient,patient,-2.23042773
246,reads,student,well,Something reads this student well.,-3.223019,-0.04918302,patient,patient,-3.17383598
247,reads,orator,well,Something reads this orator well.,-4.54631,-0.015439921,patient,patient,-4.5308700790000005
248,reads,person,well,Something reads this person well.,-2.9968214,-0.06258993,patient,patient,-2.93423147
249,reads,narrator,well,Something reads this narrator well.,-3.6459444,-0.03921972,patient,patient,-3.6067246799999997
250,reads,announcer,well,Something reads this announcer well.,-3.539966,-0.03951012,patient,patient,-3.50045588
251,reads,broadcaster,well,Something reads this broadcaster well.,-4.3529787,-0.019111754,patient,patient,-4.3338669460000006
252,reads,teacher,well,Something reads this teacher well.,-3.5081708,-0.036781315,patient,patient,-3.471389485
253,paints,wall,easily,Something paints this wall easily.,-2.4294071,-0.103315435,patient,patient,-2.3260916650000003
254,paints,fabric,easily,Something paints this fabric easily.,-1.8919134,-0.18310829,patient,patient,-1.70880511
255,paints,glass,easily,Something paints this glass easily.,-3.3071601,-0.0479073,patient,patient,-3.2592528
256,paints,canvas,easily,Something paints this canvas easily.,-3.336937,-0.043950222,patient,patient,-3.292986778
257,paints,wood,easily,Something paints this wood easily.,-3.1690884,-0.05066875,patient,patient,-3.1184196500000003
258,paints,surface,easily,Something paints this surface easily.,-1.3865137,-0.31878185,patient,patient,-1.0677318500000001
259,paints,panel,easily,Something paints this panel easily.,-2.623798,-0.08949047,patient,patient,-2.53430753
260,paints,painter,easily,Something paints this painter easily.,-3.1402612,-0.05216202,patient,patient,-3.08809918
261,paints,artist,easily,Something paints this artist easily.,-3.3646948,-0.04380281,patient,patient,-3.3208919900000002
262,paints,person,easily,Something paints this person easily.,-3.486146,-0.03849731,patient,patient,-3.4476486900000003
263,paints,illustrator,easily,Something paints this illustrator easily.,-3.8570864,-0.027903045,patient,patient,-3.829183355
264,paints,portraitist,easily,Something paints this portraitist easily.,-5.019195,-0.011046182,patient,patient,-5.008148818
265,paints,wall,terribly,Something paints this wall terribly.,-3.8648176,-0.028198266,patient,patient,-3.836619334
266,paints,fabric,terribly,Something paints this fabric terribly.,-3.0378149,-0.06033215,patient,patient,-2.97748275
267,paints,glass,terribly,Something paints this glass terribly.,-4.0029283,-0.026233284,patient,patient,-3.976695016
