noun,avg_LL_delta
meat,-1.3046903312206268
mirror,-1.524358719587326
model,-1.4160967469215393
motorcycle,-1.1278313994407656
motorist,-0.853422224521637
mountain,-1.6802320778369904
mover,-0.4881343245506286
mushroom,-1.570463225245475
musician,-0.8669147491455078
narrator,-0.8178462982177734
notetaker,-1.0223398506641388
novel,-0.6572341918945312
novelist,-0.7636595070362091
orator,-0.4981899857521057
packaging,-0.8619956970214846
painter,-1.5825748443603516
panel,-1.313579559326172
paper,-0.920832633972168
passage,-0.6121244430541992
pastry,-1.8334322273731232
patissier,-1.8182325810194016
pattern,-0.6456470489501953
peddler,-0.6787882447242737
pepper,-0.9243125915527344
person,-0.5377722382545471
photographer,-1.116347312927246
pianist,-0.9569434821605682
piano,-1.3247680962085724
pie,-1.9535484910011287
pilot,-1.234322518110275
pizza,-1.5409774482250214
plane,-1.4125710129737854
poem,-0.6778573989868166
poet,-0.7953405678272247
portraitist,-1.5308380126953132
pot,-1.3771448731422424
potato,-1.6908283233642578
potter,-1.2044211030006409
product,-0.5332717895507812
professor,-0.8510027527809143
proposal,-1.3217792212963104
pumpkin,-1.6425599604845047
quilt,-1.5112858414649968
racer,-0.9476890265941618
report,-0.7874489426612854
roadtripper,-0.6343041062355042
routine,-0.6349096894264221
salesman,-0.4124698638916015
saleswoman,-0.2612552642822267
salmon,-1.6308669447898865
scene,-0.9670314490795135
screw,-1.6904353499412537
scribe,-0.7923259735107422
script,-0.7287149727344513
sculptor,-1.6422900855541231
seamster,-1.2181969285011294
seamstress,-1.4989376366138458
section,-1.3027916252613063
shirt,-1.2673825919628143
shopkeeper,-0.7196359634399414
sideburn,-0.8998002707958221
silk,-1.017961502075195
silverware,-0.5452670454978943
singer,-0.7883654236793518
snack,-1.121798574924469
soloist,-0.3187885284423828
sonata,-1.572194129228592
song,-1.1500654220581057
steak,-1.1823987960815432
stone,-0.970375955104828
stubble,-0.4800291061401367
student,-0.4409351348876953
suitcase,-1.1292504966259005
surface,-0.4777097702026365
surgeon,-1.375104904174805
suv,-1.2848986983299255
tailor,-1.4778547286987305
tank,-1.5572033524513245
teacher,-0.4522438049316406
telemarketer,-0.6490249633789065
tent,-1.3944959342479706
thread,-1.0396652221679688
toy,-0.6638316512107849
tractor,-0.8545494079589844
trader,-0.0224571228027343
traveller,-0.2918434143066406
truck,-1.1874886155128477
tub,-1.750944107770921
tuna,-1.595924437046051
turkey,-1.3978433310985563
upholsterer,-1.107661247253418
valve,-1.7587555646896362
van,-1.1072025299072266
vegetable,-1.340111792087555
vehicle,-1.3943204879760742
verse,-0.842744767665863
view,-1.112034797668457
violin,-1.485629141330719
violinist,-1.2296790778636932
waiter,-0.9656591713428496
waitress,-1.0588951408863068
wall,-1.2946386337280271
window,-1.0184049606323242
windshield,-1.0940179824829102
woman,-1.4034700393676758
wood,-0.8282098472118378
wool,-0.7302217483520508
worker,-0.2361326217651369
wound,-0.9969244301319122
yarn,-1.05522158741951
