id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta
105,drives,driver,well,This driver drives something well.,-0.017699659,-7.635304,agent,agent,7.617604341
106,drives,person,well,This person drives something well.,-0.0055064904,-6.9675345,agent,agent,6.9620280096
107,drives,chauffeur,well,This chauffeur drives something well.,-0.003934813,-7.734938,agent,agent,7.731003187
108,flies,plane,nicely,This plane flies something nicely.,-0.014797222,-5.5090775,agent,agent,5.494280278
109,flies,kite,nicely,This kite flies something nicely.,-0.038087387,-3.439323,agent,agent,3.401235613
110,flies,jet,nicely,This jet flies something nicely.,-0.00483701,-7.8931646,agent,agent,7.88832759
111,flies,aircraft,nicely,This aircraft flies something nicely.,-0.020679789,-6.510871,agent,agent,6.490191211
112,flies,pilot,nicely,This pilot flies something nicely.,-0.004203292,-11.161727,agent,agent,11.157523708000001
113,flies,person,nicely,This person flies something nicely.,-0.009880395,-6.4057665,agent,agent,6.395886105000001
114,flies,aviator,nicely,This aviator flies something nicely.,-0.00494117,-8.217198,agent,agent,8.21225683
115,flies,captain,nicely,This captain flies something nicely.,-0.004171928,-11.146784,agent,agent,11.142612072
116,flies,plane,smoothly,This plane flies something smoothly.,-0.022113955,-4.878036,agent,agent,4.855922045
117,flies,kite,smoothly,This kite flies something smoothly.,-0.04946274,-3.256019,agent,agent,3.20655626
118,flies,jet,smoothly,This jet flies something smoothly.,-0.006227875,-7.284759,agent,agent,7.278531125
119,flies,aircraft,smoothly,This aircraft flies something smoothly.,-0.041074514,-5.7333937,agent,agent,5.692319186
120,flies,pilot,smoothly,This pilot flies something smoothly.,-0.0041582817,-10.692797,agent,agent,10.6886387183
121,flies,person,smoothly,This person flies something smoothly.,-0.011540435,-6.142147,agent,agent,6.130606565
122,flies,aviator,smoothly,This aviator flies something smoothly.,-0.005316637,-8.410827,agent,agent,8.405510363
123,flies,captain,smoothly,This captain flies something smoothly.,-0.0045023793,-10.587942,agent,agent,10.5834396207
124,flies,plane,well,This plane flies something well.,-0.016134478,-5.638716,agent,agent,5.622581522
125,flies,kite,well,This kite flies something well.,-0.031929146,-3.7711024,agent,agent,3.7391732540000002
126,flies,jet,well,This jet flies something well.,-0.006020496,-7.567021,agent,agent,7.561000504000001
127,flies,aircraft,well,This aircraft flies something well.,-0.019055497,-6.6761866,agent,agent,6.657131103
128,flies,pilot,well,This pilot flies something well.,-0.003875694,-11.047062,agent,agent,11.043186306
129,flies,person,well,This person flies something well.,-0.010016028,-6.319016,agent,agent,6.3089999720000005
130,flies,aviator,well,This aviator flies something well.,-0.004599559,-7.9819617,agent,agent,7.977362141
131,flies,captain,well,This captain flies something well.,-0.0048176656,-10.924798,agent,agent,10.9199803344
132,cooks,mushroom,nicely,This mushroom cooks something nicely.,-0.19510978,-1.7323662,agent,agent,1.5372564199999998
133,cooks,pepper,nicely,This pepper cooks something nicely.,-0.06081533,-2.9994564,agent,agent,2.93864107
134,cooks,fish,nicely,This fish cooks something nicely.,-0.9993263,-0.46750438,agent,patient,-0.5318219200000001
135,cooks,salmon,nicely,This salmon cooks something nicely.,-1.267052,-0.33812514,agent,patient,-0.92892686
136,cooks,tuna,nicely,This tuna cooks something nicely.,-0.8766032,-0.573824,agent,patient,-0.3027792
137,cooks,fillet,nicely,This fillet cooks something nicely.,-0.7419314,-0.69007415,agent,patient,-0.051857249999999966
138,cooks,vegetable,nicely,This vegetable cooks something nicely.,-0.83845246,-0.45331725,agent,patient,-0.38513520999999995
139,cooks,herb,nicely,This herb cooks something nicely.,-0.08486487,-2.7028654,agent,agent,2.6180005299999998
140,cooks,meat,nicely,This meat cooks something nicely.,-0.2953375,-1.3958127,agent,agent,1.1004752
141,cooks,ingredient,nicely,This ingredient cooks something nicely.,-0.10025976,-2.3669765,agent,agent,2.2667167399999997
142,cooks,steak,nicely,This steak cooks something nicely.,-0.6577651,-0.63636786,agent,patient,-0.021397239999999984
143,cooks,chef,nicely,This chef cooks something nicely.,-0.023017446,-6.7279935,agent,agent,6.704976054
144,cooks,cook,nicely,This cook cooks something nicely.,-0.0060027456,-6.551403,agent,agent,6.5454002544
145,cooks,baker,nicely,This baker cooks something nicely.,-0.016515072,-4.9365435,agent,agent,4.920028428
146,cooks,caterer,nicely,This caterer cooks something nicely.,-0.0059866165,-6.8677583,agent,agent,6.8617716835
147,cooks,mushroom,well,This mushroom cooks something well.,-0.18143217,-1.8405755,agent,agent,1.65914333
148,cooks,pepper,well,This pepper cooks something well.,-0.08921824,-2.602487,agent,agent,2.51326876
149,cooks,fish,well,This fish cooks something well.,-1.0736045,-0.440287,agent,patient,-0.6333175000000001
150,cooks,salmon,well,This salmon cooks something well.,-1.1693565,-0.3863135,agent,patient,-0.7830429999999999
151,cooks,tuna,well,This tuna cooks something well.,-1.0790403,-0.4094027,agent,patient,-0.6696375999999999
152,cooks,fillet,well,This fillet cooks something well.,-0.9685558,-0.5159589,agent,patient,-0.45259689999999997
153,cooks,vegetable,well,This vegetable cooks something well.,-0.6862511,-0.6641463,agent,patient,-0.022104800000000036
154,cooks,herb,well,This herb cooks something well.,-0.12241328,-2.209312,agent,agent,2.08689872
155,cooks,meat,well,This meat cooks something well.,-0.3832453,-1.1557535,agent,agent,0.7725082000000001
156,cooks,ingredient,well,This ingredient cooks something well.,-0.13501187,-2.216903,agent,agent,2.08189113
157,cooks,steak,well,This steak cooks something well.,-0.62608284,-0.76160866,agent,agent,0.13552582000000002
158,cooks,chef,well,This chef cooks something well.,-0.022365348,-5.9253507,agent,agent,5.902985352
159,cooks,cook,well,This cook cooks something well.,-0.007790412,-5.952105,agent,agent,5.944314588
160,cooks,baker,well,This baker cooks something well.,-0.027483415,-3.9485304,agent,agent,3.9210469850000003
161,cooks,caterer,well,This caterer cooks something well.,-0.0071262536,-6.414673,agent,agent,6.4075467463999995
162,cooks,mushroom,terribly,This mushroom cooks something terribly.,-0.03678521,-3.5044727,agent,agent,3.46768749
163,cooks,pepper,terribly,This pepper cooks something terribly.,-0.017552545,-4.2197876,agent,agent,4.202235055
164,cooks,fish,terribly,This fish cooks something terribly.,-0.6527173,-0.62353957,agent,patient,-0.029177729999999902
165,cooks,salmon,terribly,This salmon cooks something terribly.,-0.8298929,-0.5933526,agent,patient,-0.23654030000000004
166,cooks,tuna,terribly,This tuna cooks something terribly.,-0.66390526,-0.7395889,agent,agent,0.07568363999999994
167,cooks,fillet,terribly,This fillet cooks something terribly.,-0.3786729,-1.1828436,agent,agent,0.8041707
168,cooks,vegetable,terribly,This vegetable cooks something terribly.,-0.38495067,-1.2846485,agent,agent,0.89969783
169,cooks,herb,terribly,This herb cooks something terribly.,-0.02848505,-3.979914,agent,agent,3.95142895
170,cooks,meat,terribly,This meat cooks something terribly.,-0.4766019,-1.0262733,agent,agent,0.5496713999999999
171,cooks,ingredient,terribly,This ingredient cooks something terribly.,-0.047063336,-3.3357232,agent,agent,3.288659864
172,cooks,steak,terribly,This steak cooks something terribly.,-0.61282295,-0.72941816,agent,agent,0.11659521000000006
173,cooks,chef,terribly,This chef cooks something terribly.,-0.011078726,-5.9059143,agent,agent,5.894835574
174,cooks,cook,terribly,This cook cooks something terribly.,-0.0070289476,-5.706752,agent,agent,5.6997230523999995
175,cooks,baker,terribly,This baker cooks something terribly.,-0.016235339,-4.687655,agent,agent,4.671419661000001
176,cooks,caterer,terribly,This caterer cooks something terribly.,-0.0058794674,-6.797028,agent,agent,6.7911485326
177,bakes,pizza,nicely,This pizza bakes something nicely.,-0.67415905,-0.7492542,agent,agent,0.07509515
178,bakes,potato,nicely,This potato bakes something nicely.,-0.5111493,-0.9514953,agent,agent,0.440346
179,bakes,bread,nicely,This bread bakes something nicely.,-0.38111198,-1.1696981,agent,agent,0.78858612
180,bakes,cake,nicely,This cake bakes something nicely.,-0.49633038,-1.0325669,agent,agent,0.5362365199999999
181,bakes,pastry,nicely,This pastry bakes something nicely.,-0.28966874,-1.40579,agent,agent,1.1161212600000001
182,bakes,dough,nicely,This dough bakes something nicely.,-0.27346703,-1.3916804,agent,agent,1.11821337
183,bakes,pie,nicely,This pie bakes something nicely.,-0.6486066,-0.7553157,agent,agent,0.1067091
184,bakes,clay,nicely,This clay bakes something nicely.,-0.07951909,-2.6620266,agent,agent,2.58250751
185,bakes,patissier,nicely,This patissier bakes something nicely.,-0.004168994,-8.315507,agent,agent,8.311338006
186,bakes,chef,nicely,This chef bakes something nicely.,-0.012765085,-6.5659146,agent,agent,6.553149515
187,bakes,cook,nicely,This cook bakes something nicely.,-0.0061314357,-5.9781055,agent,agent,5.971974064299999
188,bakes,baker,nicely,This baker bakes something nicely.,-0.003348792,-8.306718,agent,agent,8.303369208
189,bakes,person,nicely,This person bakes something nicely.,-0.04464885,-4.094896,agent,agent,4.050247150000001
190,bakes,confectioner,nicely,This confectioner bakes something nicely.,-0.0066653844,-6.4987626,agent,agent,6.4920972156
191,bakes,pizza,terribly,This pizza bakes something terribly.,-0.45216852,-1.0707601,agent,agent,0.6185915799999999
192,bakes,potato,terribly,This potato bakes something terribly.,-0.383483,-1.1501685,agent,agent,0.7666854999999999
193,bakes,bread,terribly,This bread bakes something terribly.,-0.30141342,-1.3827885,agent,agent,1.08137508
194,bakes,cake,terribly,This cake bakes something terribly.,-0.29424056,-1.4229236,agent,agent,1.12868304
195,bakes,pastry,terribly,This pastry bakes something terribly.,-0.23976815,-1.5805064,agent,agent,1.34073825
196,bakes,dough,terribly,This dough bakes something terribly.,-0.17554967,-1.8525826,agent,agent,1.6770329300000002
197,bakes,pie,terribly,This pie bakes something terribly.,-0.29954487,-1.3655876,agent,agent,1.06604273
198,bakes,clay,terribly,This clay bakes something terribly.,-0.088688314,-2.6281796,agent,agent,2.539491286
199,bakes,patissier,terribly,This patissier bakes something terribly.,-0.0054983995,-6.4713063,agent,agent,6.4658079005
200,bakes,chef,terribly,This chef bakes something terribly.,-0.00834921,-5.5586376,agent,agent,5.5502883899999995
201,bakes,cook,terribly,This cook bakes something terribly.,-0.009797029,-5.409965,agent,agent,5.400167971
202,bakes,baker,terribly,This baker bakes something terribly.,-0.005193564,-6.3656774,agent,agent,6.360483836
203,bakes,person,terribly,This person bakes something terribly.,-0.53210396,-0.955234,agent,agent,0.42313004
204,bakes,confectioner,terribly,This confectioner bakes something terribly.,-0.008137247,-5.628484,agent,agent,5.620346753000001
205,bakes,pizza,well,This pizza bakes something well.,-0.7092595,-0.64619315,agent,patient,-0.06306635000000005
206,bakes,potato,well,This potato bakes something well.,-0.48107845,-0.94346076,agent,agent,0.46238231
207,bakes,bread,well,This bread bakes something well.,-0.33517066,-1.2368573,agent,agent,0.9016866400000001
208,bakes,cake,well,This cake bakes something well.,-0.41903022,-1.0854036,agent,agent,0.66637338
209,bakes,pastry,well,This pastry bakes something well.,-0.30000937,-1.3266668,agent,agent,1.02665743
210,bakes,dough,well,This dough bakes something well.,-0.32857072,-1.3026766,agent,agent,0.9741058800000001
211,bakes,pie,well,This pie bakes something well.,-0.6757781,-0.7386266,agent,agent,0.06284849999999997
212,bakes,clay,well,This clay bakes something well.,-0.087743364,-2.3880014,agent,agent,2.300258036
213,bakes,patissier,well,This patissier bakes something well.,-0.0056624496,-7.318859,agent,agent,7.3131965504
214,bakes,chef,well,This chef bakes something well.,-0.022962129,-5.1000104,agent,agent,5.077048271000001
215,bakes,cook,well,This cook bakes something well.,-0.01347167,-4.5531,agent,agent,4.539628329999999
216,bakes,baker,well,This baker bakes something well.,-0.0049795676,-7.3119135,agent,agent,7.3069339324
217,bakes,person,well,This person bakes something well.,-0.05823639,-3.2741575,agent,agent,3.21592111
218,bakes,confectioner,well,This confectioner bakes something well.,-0.010980856,-5.3263993,agent,agent,5.3154184440000005
219,reads,passage,nicely,This passage reads something nicely.,-0.6359098,-0.89356613,agent,agent,0.25765633
220,reads,poem,nicely,This poem reads something nicely.,-0.13812824,-2.0639179,agent,agent,1.92578966
221,reads,verse,nicely,This verse reads something nicely.,-1.050998,-0.4273638,agent,patient,-0.6236342000000001
222,reads,line,nicely,This line reads something nicely.,-0.2618685,-1.4746407,agent,agent,1.2127721999999999
223,reads,passage,nicely,This passage reads something nicely.,-0.6536786,-0.84595656,agent,agent,0.19227795999999997
224,reads,script,nicely,This script reads something nicely.,-0.048253432,-3.2337546,agent,agent,3.185501168
225,reads,abstract,nicely,This abstract reads something nicely.,-0.16179053,-2.0894735,agent,agent,1.92768297
226,reads,essay,nicely,This essay reads something nicely.,-1.5734589,-0.24331225,agent,patient,-1.33014665
227,reads,letter,nicely,This letter reads something nicely.,-0.11210617,-2.2354271,agent,agent,2.1233209299999998
228,reads,report,nicely,This report reads something nicely.,-0.25415352,-1.4928575,agent,agent,1.23870398
229,reads,student,nicely,This student reads something nicely.,-0.44074938,-1.6754028,agent,agent,1.2346534200000001
230,reads,orator,nicely,This orator reads something nicely.,-0.0049739964,-6.6974964,agent,agent,6.6925224036
231,reads,person,nicely,This person reads something nicely.,-0.28423202,-3.3978715,agent,agent,3.11363948
232,reads,narrator,nicely,This narrator reads something nicely.,-0.013175931,-5.773075,agent,agent,5.759899069
233,reads,announcer,nicely,This announcer reads something nicely.,-0.0042952946,-8.032307,agent,agent,8.028011705399999
234,reads,broadcaster,nicely,This broadcaster reads something nicely.,-0.0051686396,-7.818744,agent,agent,7.8135753604
235,reads,teacher,nicely,This teacher reads something nicely.,-0.0047962833,-7.849448,agent,agent,7.8446517167
236,reads,passage,well,This passage reads something well.,-0.50259274,-1.0743057,agent,agent,0.57171296
237,reads,poem,well,This poem reads something well.,-0.07702537,-2.7184458,agent,agent,2.64142043
238,reads,verse,well,This verse reads something well.,-0.9582685,-0.5161801,agent,patient,-0.44208839999999994
239,reads,line,well,This line reads something well.,-0.27770293,-1.4757239,agent,agent,1.19802097
240,reads,passage,well,This passage reads something well.,-0.48073676,-0.9440137,agent,agent,0.46327693999999997
241,reads,script,well,This script reads something well.,-0.038035873,-3.671829,agent,agent,3.6337931269999997
242,reads,abstract,well,This abstract reads something well.,-0.11645375,-2.4098673,agent,agent,2.2934135500000004
243,reads,essay,well,This essay reads something well.,-1.3824861,-0.30022776,agent,patient,-1.0822583399999999
244,reads,letter,well,This letter reads something well.,-0.08597052,-2.5655313,agent,agent,2.47956078
245,reads,report,well,This report reads something well.,-0.11599561,-2.2927663,agent,agent,2.1767706899999997
246,reads,student,well,This student reads something well.,-0.93211085,-1.8491058,agent,agent,0.91699495
247,reads,orator,well,This orator reads something well.,-0.008875259,-5.5018554,agent,agent,5.492980141
248,reads,person,well,This person reads something well.,-0.23915307,-3.0052702,agent,agent,2.76611713
249,reads,narrator,well,This narrator reads something well.,-0.011388739,-6.0898814,agent,agent,6.078492661
250,reads,announcer,well,This announcer reads something well.,-0.009187054,-8.194253,agent,agent,8.185065946
251,reads,broadcaster,well,This broadcaster reads something well.,-0.0064547937,-7.683022,agent,agent,7.676567206300001
252,reads,teacher,well,This teacher reads something well.,-0.0061361743,-8.01296,agent,agent,8.0068238257
253,paints,wall,easily,This wall paints something easily.,-0.0065686028,-7.2529063,agent,agent,7.2463376972
254,paints,fabric,easily,This fabric paints something easily.,-0.009977498,-6.352407,agent,agent,6.342429502000001
255,paints,glass,easily,This glass paints something easily.,-0.007976454,-5.940952,agent,agent,5.932975546000001
256,paints,canvas,easily,This canvas paints something easily.,-0.023894647,-4.444032,agent,agent,4.420137353
257,paints,wood,easily,This wood paints something easily.,-0.009808946,-5.7596745,agent,agent,5.749865554
258,paints,surface,easily,This surface paints something easily.,-0.009188678,-8.050182,agent,agent,8.040993322
259,paints,panel,easily,This panel paints something easily.,-0.01086401,-7.610308,agent,agent,7.59944399
260,paints,painter,easily,This painter paints something easily.,-0.0031497807,-10.012501,agent,agent,10.009351219300001
261,paints,artist,easily,This artist paints something easily.,-0.006362894,-9.785481,agent,agent,9.779118106
262,paints,person,easily,This person paints something easily.,-0.00861292,-7.3338423,agent,agent,7.32522938
263,paints,illustrator,easily,This illustrator paints something easily.,-0.0027219912,-8.55503,agent,agent,8.5523080088
264,paints,portraitist,easily,This portraitist paints something easily.,-0.0031687957,-9.338069,agent,agent,9.3349002043
265,paints,wall,terribly,This wall paints something terribly.,-0.017426077,-4.146105,agent,agent,4.128678923000001
266,paints,fabric,terribly,This fabric paints something terribly.,-0.02751215,-4.2296176,agent,agent,4.20210545
267,paints,glass,terribly,This glass paints something terribly.,-0.029210072,-3.9428957,agent,agent,3.9136856279999996
268,paints,canvas,terribly,This canvas paints something terribly.,-0.09520816,-2.463908,agent,agent,2.36869984
269,paints,wood,terribly,This wood paints something terribly.,-0.1044908,-2.4664886,agent,agent,2.3619978
270,paints,surface,terribly,This surface paints something terribly.,-0.027874669,-4.1429014,agent,agent,4.115026731
271,paints,panel,terribly,This panel paints something terribly.,-0.0306221,-4.1431317,agent,agent,4.112509599999999
272,paints,painter,terribly,This painter paints something terribly.,-0.0046115946,-6.4233646,agent,agent,6.4187530054
273,paints,artist,terribly,This artist paints something terribly.,-0.011192098,-6.193717,agent,agent,6.182524902
274,paints,person,terribly,This person paints something terribly.,-0.21070558,-2.0618193,agent,agent,1.8511137199999999
275,paints,illustrator,terribly,This illustrator paints something terribly.,-0.005085601,-6.0055385,agent,agent,6.000452899
276,paints,portraitist,terribly,This portraitist paints something terribly.,-0.004048215,-6.7930098,agent,agent,6.788961585
277,paints,wall,well,This wall paints something well.,-0.01096856,-5.7206554,agent,agent,5.70968684
278,paints,fabric,well,This fabric paints something well.,-0.029292619,-4.0758915,agent,agent,4.046598881
