noun,LL_agent,LL_patient,semantic role,predicted,LL_delta,subj_ratio,human_rating,human_rating_var
ice,-11.148081,-0.001221224,patient,patient,-11.146859776,0.6086624118660292,0.25,1.176470588
illustrator,-6.8232493,-1.5838847,agent,patient,-5.2393646,0.62625,0.9444444445,0.1830065359
ingredient,-3.9819825,-0.14696543,patient,patient,-3.83501707,0.7034270613461989,0.29166666674999997,0.9705882353
instrument,-9.99099,-0.9392846,patient,patient,-9.0517054,0.5326638456423025,0.3055555555,0.6535947712
item,-7.1021934,-2.7205102,patient,patient,-4.3816831999999994,0.5915449746229394,0.19444444449999998,0.7712418301
jacket,-6.524346,-0.0029401057,patient,patient,-6.521405894300001,0.135252417636453,0.16666666675000003,0.4705882353
janitor,-4.181851,-0.0964745,agent,patient,-4.0853765,0.7745593454851711,0.888888889,0.4967320261
jet,-7.225828,-0.009097125,patient,patient,-7.216730875,0.5624798191798515,0.58333333325,0.8235294118
jeweler,-5.451069,-0.019069714,agent,patient,-5.431999286000001,0.7374281609195402,0.875,0.5
jewelry,-13.968007,-0.0010052123,patient,patient,-13.9670017877,0.2255342095517772,0.09722222224999999,0.3692810458
journalist,-4.508176,-0.55571383,agent,patient,-3.9524621699999996,0.8138479170633187,0.9027777777499999,0.3692810458
kite,-10.3944845,-0.001435668,patient,patient,-10.393048832000002,0.4014406144197778,0.38888888899999996,0.8496732026
knob,-4.751757,-0.4033682,patient,patient,-4.3483887999999995,0.2054009004520378,0.15277777775,0.7222222222
lady,-11.896714,-0.01711086,agent,patient,-11.879603139999999,0.7152875856411037,0.72222222225,0.5751633987
lake,-13.882814,-0.000179498,patient,patient,-13.882634502,0.613765862101466,0.19444444449999998,0.8888888889
landscape,-11.497172,-0.0069993557,patient,patient,-11.490172644300001,0.5124950705027649,0.125,0.9705882353
letter,-8.969941,-0.30313963,patient,patient,-8.66680137,0.2604193705903665,0.27777777775,1.281045752
line,-11.967309,-0.00016864816,patient,patient,-11.96714035184,0.4926438812469622,0.20833333324999997,0.9705882353
lotion,-9.481099,-0.0016280097,patient,patient,-9.479470990300001,0.3798640193967344,0.13888888900000002,0.8496732026
lunchbox,-8.705601,-0.00051280175,patient,patient,-8.70508819825,0.2488408037094281,0.13888888900000002,0.3790849673
machine,-6.168213,-0.17672335,agent,patient,-5.99148965,0.5131729950809574,0.625,0.9705882353
magazine,-9.506477,-0.09051002,patient,patient,-9.41596698,0.6617302627865612,0.20833333324999997,0.7352941176
maid,-6.9819074,-0.33733204,agent,patient,-6.64457536,0.6277443715239496,0.888888889,0.3790849673
make,-6.456963,-0.0024895242,patient,patient,-6.4544734758,0.527764830397101,0.15277777775,0.839869281
man,-2.407242,-0.09858334,agent,patient,-2.3086586600000003,0.7554710730485904,0.736111111,0.6437908497
marble,-10.969693,-8.638288e-05,patient,patient,-10.96960661712,0.5925970766927886,0.11111111099999998,0.7320261438
mason,-1.7749169,-0.42994708,agent,patient,-1.34496982,0.8182577761451758,0.763888889,1.820261438
material,-7.675354,-0.5919405,patient,patient,-7.0834135,0.4244436794726096,0.18055555550000002,0.6830065359
meat,-11.297636,-0.0017939958,patient,patient,-11.2958420042,0.2937742399320657,0.15277777775,0.6045751634
mirror,-12.411713,-0.00036623323,patient,patient,-12.41134676677,0.4172552118154743,0.22222222225,0.5751633987
model,-6.0217333,-0.09266725,patient,patient,-5.92906605,0.5225791591861056,0.8055555555,0.5359477124
motorcycle,-6.132497,-0.007189589,patient,patient,-6.125307411,0.1839998305515547,0.513888889,1.114379085
motorist,-3.0242312,-2.8176656,agent,patient,-0.2065655999999998,0.7813624299616633,0.875,0.7352941176
mountain,-7.498959,-0.006183315,patient,patient,-7.492775685,0.5334323833930582,0.16666666675000003,0.5882352941
mover,-2.2524588,-0.13605998,agent,patient,-2.1163988199999997,0.7995169979565299,0.8333333332499999,0.5882352941
mushroom,-11.555359,-0.0006392971,patient,patient,-11.5547197029,0.6628412518115232,0.34722222225,0.7222222222
musician,-7.9879375,-0.015946414,agent,patient,-7.971991086,0.7683468135486773,0.8472222222500001,1.075163399
narrator,-7.0217285,-1.5455868,agent,patient,-5.4761417,0.9301596095106904,0.875,0.3823529412
notetaker,-3.0252008,-0.4588597,agent,patient,-2.5663411,0.6521739130434783,0.888888889,0.3790849673
novel,-7.6241384,-3.2179677,patient,patient,-4.4061707,0.5552851720679894,0.33333333325000003,1.294117647
novelist,-6.096651,-1.5718331,agent,patient,-4.5248178999999995,0.8581502958270066,0.9305555555,0.3300653595
orator,-6.4965816,-2.985278,agent,patient,-3.5113035999999997,0.7630716592682172,0.9027777777499999,0.3692810458
packaging,-8.866364,-3.0085325,patient,patient,-5.857831500000001,0.7009678901262534,0.23611111099999998,1.114379085
painter,-8.280005,-0.0011320681,agent,patient,-8.278872931899999,0.7821009251135986,0.888888889,0.4967320261
panel,-8.771385,-0.00071403343,patient,patient,-8.77067096657,0.6211102862989788,0.08333333324999997,0.3529411765
paper,-10.980507,-0.0011697821,patient,patient,-10.9793372179,0.4392133193897121,0.19444444449999998,0.6535947712
passage,-6.661989,-2.0316148,patient,patient,-4.6303742,0.4899807559701843,0.26388888899999996,0.8790849673
pastry,-13.611979,-0.0008790905,patient,patient,-13.6110999095,0.2701681953599662,0.18055555550000002,0.8006535948
patissier,-12.08429,-0.003193011,agent,patient,-12.081096988999999,1.0,0.8333333332499999,1.058823529
pattern,-10.89625,-0.0020173402,patient,patient,-10.8942326598,0.4493490801876835,0.11111111099999998,0.3790849673
peddler,-5.327558,-0.5934246,agent,patient,-4.7341334,0.8159688760395474,0.7916666667500001,1.441176471
pepper,-10.314377,-0.0003051177,patient,patient,-10.3140718823,0.3222268887955574,0.25,1.411764706
person,-5.752686,-5.161392,agent,patient,-0.5912939999999995,0.7692866697575119,0.72222222225,0.5751633987
photographer,-5.6378727,-0.036802895,agent,patient,-5.601069805,0.8198028779152744,0.9305555555,0.2124183007
pianist,-6.6168528,-0.017626613,agent,patient,-6.599226187,0.736492945359997,0.9166666667500001,0.2352941176
piano,-8.479079,-0.00044476078,patient,patient,-8.47863423922,0.2521461282627244,0.27777777775,0.9281045752
pie,-14.142221,-0.00018438557,patient,patient,-14.14203661443,0.2844567311909498,0.125,0.6176470588
pilot,-4.2968125,-0.2579464,agent,patient,-4.0388661,0.7922529936722077,0.9166666667500001,0.2352941176
pizza,-12.415937,-0.0003838799,patient,patient,-12.4155531201,0.1931616041070905,0.20833333324999997,0.7352941176
plane,-5.8909345,-0.0053246063,patient,patient,-5.8856098937,0.5646949588633563,0.52777777775,0.9281045752
poem,-10.706954,-0.69232094,patient,patient,-10.01463306,0.5112425583228677,0.375,0.9705882353
poet,-6.763137,-2.4546638,agent,patient,-4.3084732,0.8393257931005206,0.9027777777499999,0.3692810458
portraitist,-5.9892797,-0.12118473,agent,patient,-5.86809497,0.5025906735751295,0.9166666667500001,0.5882352941
pot,-12.724523,-0.00018545937,patient,patient,-12.72433754063,0.2465232506696751,0.20833333324999997,0.6176470588
potato,-13.05949,-0.00021336172,patient,patient,-13.05927663828,0.4906457200884057,0.16666666675000003,0.4705882353
potter,-8.077139,-0.013845213,agent,patient,-8.063293787000001,0.8048472398269155,0.8472222222500001,1.075163399
product,-12.091142,-4.473801,patient,patient,-7.617341,0.578033384553348,0.18055555550000002,0.5653594771
professor,-4.157354,-7.2373915,agent,agent,3.0800375000000004,0.5973223820861565,0.888888889,0.4967320261
proposal,-9.967161,-0.019498535,patient,patient,-9.947662465,0.4644766721689757,0.40277777775,1.310457516
pumpkin,-13.505082,-6.575884e-05,patient,patient,-13.50501624116,0.3378143392188336,0.20833333324999997,0.8529411765
quilt,-11.697613,-0.00029235485,patient,patient,-11.69732064515,0.2468254853136111,0.15277777775,0.9575163399
racer,-9.275558,-0.0017803197,agent,patient,-9.2737776803,0.5700952751312464,0.9166666667500001,0.2352941176
report,-6.3857555,-0.086373,patient,patient,-6.2993825,0.5140173619638204,0.23611111099999998,1.114379085
roadtripper,-6.85785,-0.05555406,agent,patient,-6.80229594,,0.8194444445,0.6830065359
routine,-6.1767673,-0.11338416,patient,patient,-6.06338314,0.4310884235551161,0.26388888899999996,0.9967320261
salesman,-3.6219752,-1.1662477,agent,patient,-2.4557275,0.8408144354298549,0.875,0.5
saleswoman,-5.1981134,-0.8140059,agent,patient,-4.384107500000001,0.6937556561085972,0.9027777777499999,0.4869281046
salmon,-12.581202,-0.00014659172,patient,patient,-12.58105540828,0.5145856694781662,0.4444444445,0.4183006536
scene,-6.6954026,-1.5037917,patient,patient,-5.191610900000001,0.5275790932701754,0.15277777775,0.4869281046
screw,-3.636849,-2.0115151,patient,patient,-1.6253339000000002,0.3746328524819579,0.29166666674999997,1.323529412
scribe,-1.8278465,-0.63945484,agent,patient,-1.18839166,0.8289168243991286,0.66666666675,2.588235294
script,-9.312506,-0.0013475663,patient,patient,-9.311158433700001,0.359241840356911,0.3055555555,1.477124183
sculptor,-4.26171,-0.18536474,agent,patient,-4.07634526,0.8222244742353612,0.9027777777499999,0.4869281046
seamster,-7.638324,-0.0066298614,agent,patient,-7.6316941385999995,0.4697508896797153,0.875,0.9705882353
seamstress,-6.979186,-0.17829634,agent,patient,-6.80088966,0.705175983436853,0.9166666667500001,0.3529411765
section,-8.024011,-0.0026732236,patient,patient,-8.0213377764,0.6163031763845379,0.18055555550000002,0.8006535948
shirt,-10.953552,-0.00019607085,patient,patient,-10.95335592915,0.1470402120074231,0.16666666675000003,0.3529411765
shopkeeper,-5.2797523,-0.01723559,agent,patient,-5.26251671,0.8345768794862108,0.875,0.3823529412
sideburn,-11.984211,-0.0038914916,patient,patient,-11.980319508400001,0.0,0.11111111099999998,0.4967320261
silk,-11.618565,-0.00039031997,patient,patient,-11.61817468003,0.4336928958218347,0.125,0.6176470588
silverware,-14.357081,-0.00025682128,patient,patient,-14.35682417872,0.3993605580584217,0.16666666675000003,0.5882352941
singer,-7.5676837,-1.6790183,agent,patient,-5.8886654,0.7193847248894775,0.861111111,0.4967320261
snack,-10.455857,-0.007937522,patient,patient,-10.447919478,0.1100928575284781,0.09722222224999999,0.3692810458
soloist,-5.1482162,-0.98806363,agent,patient,-4.16015257,0.8883019840247359,0.888888889,1.08496732
sonata,-5.2226195,-0.81403047,patient,patient,-4.408589030000001,0.4617311122073388,0.3055555555,0.8888888889
song,-11.073454,-0.028701618,patient,patient,-11.044752382,0.3290354885986993,0.40277777775,1.89869281
steak,-8.989938,-0.0009928596,patient,patient,-8.9889451404,0.2259352888286574,0.15277777775,0.4869281046
stone,-11.084188,-0.0003626532,patient,patient,-11.0838253468,0.4616362957782713,0.20833333324999997,0.7352941176
stubble,-9.417645,-0.037770968,patient,patient,-9.379874032,0.3544248512310968,0.11111111099999998,0.614379085
student,-6.2071853,-2.2623641,agent,patient,-3.9448212,0.8308998593674339,0.8055555555,0.6535947712
suitcase,-9.037546,-0.0016189339,patient,patient,-9.035927066100001,0.0965088688139091,0.15277777775,0.839869281
surface,-8.002696,-0.0022557348,patient,patient,-8.0004402652,0.4936497931515636,0.11111111099999998,0.4967320261
surgeon,-4.7652097,-0.024380622,agent,patient,-4.740829078,0.7767204590230489,0.9444444445,0.1830065359
suv,-8.490017,-4.021735,patient,patient,-4.468282,0.4802790448081567,0.5,1.058823529
tailor,-7.521151,-0.0050730803,agent,patient,-7.5160779197,0.7073704655567419,0.9166666667500001,0.3529411765
tank,-11.715828,-0.00051220664,patient,patient,-11.71531579336,0.5643555656845368,0.54166666675,1.558823529
teacher,-5.2870517,-1.5607315,agent,patient,-3.7263202,0.852903806887263,0.9027777777499999,0.4869281046
telemarketer,-2.0330346,-1.7604228,agent,patient,-0.2726118000000002,0.9025641025641026,0.8472222222500001,0.6045751634
tent,-11.768972,-0.00012119652,patient,patient,-11.76885080348,0.2612349060126976,0.15277777775,0.4869281046
thread,-10.846778,-0.034903634,patient,patient,-10.811874366,0.4168559425526782,0.19444444449999998,1.124183007
toy,-10.973353,-0.01792549,patient,patient,-10.95542751,0.2655919465578029,0.34722222225,1.428104575
tractor,-3.983617,-0.032095496,patient,patient,-3.951521504,0.4009795115274391,0.5,1.058823529
trader,-1.9167523,-0.2956929,agent,patient,-1.6210594,0.8477268334299788,0.9027777777499999,0.3692810458
traveller,-4.005033,-0.4090611,agent,patient,-3.5959719,0.7971025219023151,0.875,0.5
truck,-5.8020062,-0.018679516,patient,patient,-5.783326684,0.4367212217297181,0.513888889,1.349673203
tub,-11.112588,-0.0013187422,patient,patient,-11.1112692578,0.362541215707719,0.15277777775,0.6045751634
tuna,-12.006645,-0.00033987593,patient,patient,-12.00630512407,0.4628746594005449,0.3055555555,1.124183007
turkey,-12.293832,-0.00035561805,patient,patient,-12.29347638195,0.6600621741141711,0.11111111099999998,0.4967320261
upholsterer,-0.24273454,-2.7269733,agent,agent,2.48423876,0.7521718527878692,0.8194444445,1.506535948
valve,-8.225363,-0.13216643,patient,patient,-8.09319657,0.5873641882485485,0.25,1.529411765
van,-3.7220452,-0.035917804,patient,patient,-3.6861273960000003,0.6877960570037831,0.4444444445,0.7712418301
vegetable,-12.672348,-0.00051626156,patient,patient,-12.67183173844,0.4792890278649235,0.23611111099999998,1.232026144
vehicle,-9.09936,-0.2340708,patient,patient,-8.865289200000001,0.4678651645210992,0.54166666675,1.088235294
verse,-9.076418,-0.059386525,patient,patient,-9.017031475,0.5719814416545956,0.25,0.7058823529
view,-4.5901012,-0.032097097,patient,patient,-4.558004103,0.3399770293139666,0.15277777775,0.4869281046
violin,-11.719814,-0.00027077433,patient,patient,-11.71954322567,0.1815926865430424,0.3055555555,1.124183007
violinist,-9.146796,-0.036451954,agent,patient,-9.110344046,0.700546407738315,0.9166666667500001,0.2352941176
waiter,-3.732035,-1.0183645,agent,patient,-2.7136705,0.7824631207164503,0.8472222222500001,0.4869281046
waitress,-7.846269,-0.090397604,agent,patient,-7.755871396000001,0.8388309993141745,0.875,0.5
wall,-8.721517,-0.011009722,patient,patient,-8.710507278,0.4903841994584626,0.16666666675000003,0.5882352941
window,-8.602382,-0.0042618336,patient,patient,-8.598120166400001,0.3977828955222731,0.15277777775,0.6045751634
windshield,-9.911414,-0.0018718033,patient,patient,-9.9095421967,0.1865197807564986,0.20833333324999997,1.323529412
woman,-12.550342,-0.36063352,agent,patient,-12.18970848,0.7307647710437403,0.75,0.7058823529
wood,-12.123573,-0.00019130061,patient,patient,-12.12338169939,0.5210197172202012,0.125,0.5
wool,-11.544162,-0.0014055233,patient,patient,-11.5427564767,0.4215360067403708,0.09722222224999999,0.3692810458
worker,-1.5884312,-1.3362532,agent,patient,-0.252178,0.8575676370860542,0.8194444445,0.5653594771
wound,-8.287967,-0.28806865,patient,patient,-7.9998983500000005,0.4096044928574695,0.26388888899999996,0.7614379085
yarn,-12.492299,-0.00024275183,patient,patient,-12.49205624817,0.2836521840638988,0.125,0.3823529412
